,velocity_entropy_per_track,onset_entropy_per_track,"Ground Truth (0=Score, 1=Performance)"
10717,2.1836104785172,2.2851335766799,1
6552,2.29589144927946,2.3703937140221,1
9965,2.28702111369069,2.44226477924931,1
3354,2.25446062846547,2.34538572156621,1
10454,2.29412222951208,2.49764382158947,1
11071,2.15563021797213,2.31643342562334,1
10547,2.27527788943958,2.42106380685713,1
10859,2.1094089102296,2.31999083021293,1
10403,2.27232178107576,2.54794754352438,1
14191,2.16145583576525,2.3832049405134,1
70,2.13724008633974,2.27166497683213,1
9540,2.16011916018029,2.29133631203989,1
2419,2.30133064594253,2.27705423538596,1
23481,1.95947764825491,2.27571929812943,1
8983,2.2980309856946,2.47027918451108,1
3730,2.1644460727389,2.28661601638103,1
9536,2.31704022138193,2.38529705655424,1
2016,2.30306072668265,2.45237426121012,1
14059,2.27686654811729,2.45083409083099,1
25154,1.57893647422033,1.81214281035847,0
19695,2.22915473243503,2.37953413338926,1
19570,2.24692482873494,2.47230905514406,1
7759,2.30756329697718,2.3177485380636,1
11165,2.25510877844604,2.35509302977672,1
16117,2.31847930006183,2.73763343796346,1
11411,2.20395285004036,2.29376087563458,1
10818,2.22128857940875,2.43460409060221,1
9294,2.23360564210456,2.44955240867403,1
115,2.1655309795125,2.35894831683044,1
16452,2.18679426321813,2.49366446073677,1
12949,2.13916859923154,2.38326129326169,1
3092,2.27284791135038,2.43612516357165,1
25252,2.10225891360593,2.05336740091447,0
19309,2.1901134060432,2.40366792921711,1
487,2.35587552118727,2.46434271046336,1
6109,2.29516637719416,2.38712425037311,1
2467,2.19970331361497,2.26423098124708,1
10381,2.2152720816883,2.33683974251833,1
2534,2.26683397989356,2.42718353038452,1
5949,2.28322763925997,2.41693785328655,1
24765,2.24460296346597,2.51235096860042,1
21837,2.24775085571913,2.50878858125333,1
21350,2.18519652367195,2.40480143259872,1
14566,2.22471529475053,2.49778095959225,1
22770,1.64884707167248,2.25810443080275,1
22955,0.693147180559945,1.09861228866811,1
17050,2.1897711107153,2.40026362220807,1
9315,2.30808219813873,2.53530902257118,1
15279,2.2303542670427,2.46482253305452,1
1179,2.34679010912544,2.4854914026097,1
14363,2.17052874609156,2.47433947961655,1
23738,2.04199265495766,2.39218719242891,1
24454,2.20072418701888,2.36076630632684,1
17970,2.2605900557007,2.42166204697359,1
24147,2.1516795307984,2.34028673052304,1
14193,2.26676586639711,2.46620945244442,1
23518,1.99179583796731,2.20806150925179,1
17081,2.21607130836635,2.46964498875131,1
18169,2.23521706096951,2.66454241747459,1
5190,2.24280103944843,2.38273146196456,1
3927,2.10430324611118,2.31533001614667,1
3048,2.36686435928923,2.31266017785044,1
625,2.27335183948325,2.32189820386658,1
10161,2.23194831331596,2.32250076244638,1
14481,2.19499648040618,2.39079853804201,1
19818,2.25122692975411,2.45029999793189,1
15354,2.00883574719386,2.32040430547161,1
25478,2.67161835825813,1.71805488849544,0
4278,2.22996785858302,2.31876550028406,1
11387,2.21152004982879,2.41692591519018,1
23724,2.08564108812738,2.26644845444767,1
6235,2.14398016005984,2.27606388572045,1
22680,1.73512645696292,2.28153726790037,1
12985,2.19587618901663,2.4627589384297,1
13041,2.16885217579433,2.41432617679442,1
6397,2.28948897584212,2.41547154124228,1
22324,2.13645099629964,2.40523435071929,1
4943,2.15958654494314,2.42482794926579,1
13989,2.15630741260573,2.53215431055664,1
22328,2.13224528646278,2.30012306866917,1
12827,2.16064340090644,2.44346412722235,1
8029,2.22242229327642,2.30410987086214,1
6134,2.22845737156657,2.34385687328356,1
20236,2.08538706193846,2.39361448416109,1
24915,2.11187276932647,2.2695466197048,1
2234,2.24053676470461,2.46355049960713,1
5078,2.29363578291722,2.22598280659435,1
19996,2.17186468064521,2.31582995297535,1
11486,2.20759504592074,2.30749749481417,1
8780,2.30600085466961,2.47409032091832,1
11366,2.30632930468678,2.30262384468087,1
15970,2.17526458349832,2.27331518414559,1
720,2.18920532038564,2.25979440918274,1
9896,2.16017804178314,2.32983285749665,1
6761,2.29868319858349,2.45333725209816,1
12746,2.18743364436317,2.5475532268367,1
8587,2.28945758100689,2.37416552499555,1
20082,2.25025228213228,2.33404018704929,1
14500,2.26865398249045,2.42351186822337,1
16868,2.13918925317973,2.32228340142956,1
6908,2.27640831597028,2.45764804179118,1
2153,2.23938718817397,2.48349238616308,1
23783,2.33687545798563,2.21462684456283,1
6520,2.26137144374478,2.36326288584094,1
532,2.27724476982362,2.34832370017985,1
22407,2.23326561601319,2.45406166194926,1
2807,2.07379388889871,2.29830768717858,1
17610,2.29811156745427,2.29736559314973,1
22972,2.00148990013601,2.22128098770904,1
16788,2.16825590518796,2.35646589717312,1
5709,2.27857121175969,2.34669564060821,1
21292,2.2342927726202,2.48081299703779,1
20534,2.21820372984337,2.40979530064407,1
10729,2.33267363046069,2.63334691188602,1
17169,2.13254552934235,2.54568629636998,1
1360,2.28152430285331,2.42447535687145,1
21419,2.19266853829524,2.49303554479659,1
19762,2.17802693763007,2.54367118757814,1
5067,2.26766784270808,2.53679019257993,1
21943,2.32391094670722,2.88010453149409,1
11076,2.32107531077311,2.3109143566442,1
1048,2.26636882700368,2.39250066112395,1
6535,2.3047143063926,2.37137153114085,1
2435,2.21606837608296,2.31072037148515,1
26135,2.37790813597351,1.90368668833762,0
7353,2.19937042050694,2.34579131783612,1
1639,2.25668470644347,2.42425104149687,1
22117,2.20113491280245,2.42793930442364,1
6529,2.30563352687504,2.40989047586011,1
14176,2.21570802037051,2.36515947397971,1
17328,2.29776535689826,2.53510598651368,1
8197,2.30153946287709,2.40257909224597,1
14812,2.18124386292809,2.27692648708342,1
1853,2.36228985718952,2.6357406924756,1
6802,2.34094027800326,2.39695331953728,1
17468,2.21249257355101,2.55000365958173,1
4435,2.02693786585294,2.36478680101241,1
5672,2.21445811918289,2.3319990233983,1
19514,2.26483320967081,2.52010269888031,1
18629,2.20073453321339,2.50346173297425,1
520,2.21426345435015,2.35279711049494,1
4372,2.07340933482019,2.24612522948053,1
17312,2.2363315120613,2.59655401398296,1
14730,2.16303797854252,2.32408278589621,1
17430,2.21643676777592,2.51339700387836,1
7607,2.26380243336733,2.3576112028851,1
17115,2.19806170125104,2.39956119042144,1
265,2.31303573362473,2.53564711119996,1
25543,2.65838680957526,1.84128898010769,0
21636,2.23364639029484,2.52188757362993,1
20749,2.13497069322477,2.42029696091115,1
25747,0.0,0.0,0
24409,2.24705095582493,2.41149179236297,1
12814,2.21871295964237,2.37767453381272,1
21188,2.2808759536877,2.58993745381416,1
15355,2.11190470506568,2.48536098542709,1
10044,2.25523229670345,2.27756994958711,1
993,2.26663082531943,2.49716126226207,1
26019,2.45353752609173,2.51010146967692,0
18455,2.18687561947137,2.26653162775675,1
20397,2.05976245071983,2.29071333861148,1
17896,2.25890660054857,2.50717744939455,1
15623,2.1606329368165,2.30111302026732,1
8040,2.23644637572506,2.35712207164706,1
902,2.30883576386073,2.46621231454654,1
9249,2.25191339522996,2.55749236043451,1
23032,1.56071040904141,2.57028128576204,1
26108,2.53641118324929,0.0,0
23838,2.16280497082532,2.28357248904982,1
12081,2.24725292413906,2.28454288186752,1
15327,2.1890988198491,2.37730559109111,1
15999,2.25108195654458,2.47583914056675,1
21704,2.20320716985966,2.55017897132432,1
22309,1.95408791798242,2.36593337593569,1
21272,2.30927676558805,2.38440111260911,1
10879,2.26789372034238,2.53046763436157,1
15368,2.19522426059232,2.42786878865457,1
11487,2.2057393370827,2.33825956304113,1
13347,2.19970964428008,2.38542821538011,1
24254,2.29519973949022,2.34601636303302,1
5926,2.32817439226798,2.43170927313136,1
13709,2.24046950303097,2.43566137577483,1
17337,2.34850930143866,2.94055599576392,1
20738,2.19769992507343,2.47674611418959,1
5623,2.25617926806876,2.43330275406729,1
12106,2.21411225169565,2.4386950798855,1
9500,2.2416892141184,2.27708413079559,1
20459,2.24221823684522,2.59123860717363,1
14809,2.28332654992034,2.51009472222852,1
17662,2.18244591695438,2.53420326174699,1
22061,2.15701003205224,2.28365745535372,1
10856,2.12331196745943,2.31742195811674,1
10440,2.22478443349892,2.4067042152221,1
4542,2.24943955425635,2.28669141905335,1
8343,2.27041518729278,2.41462332018157,1
25972,1.70726573662267,1.18073669452814,0
25404,1.95943590564246,2.55505887868116,0
1458,2.25353423757662,2.37245098673987,1
4789,2.14774098232919,2.33108407177412,1
6092,2.26545304783846,2.35140890510398,1
800,2.29666726256017,2.42911729594618,1
15348,2.13066312512969,2.51089157623063,1
25544,2.6190587051865,1.80156660716559,0
23569,1.42420531949748,2.02375023591512,1
10230,2.25661155735419,2.38375421386184,1
26098,0.0,1.47080847632211,0
22072,2.22524471210472,2.44517223032039,1
16036,2.25061359719434,2.60758309984907,1
10170,2.23947470486437,2.37061545198118,1
6961,2.27348046674926,2.41893039809102,1
21887,2.35906525991424,2.92451893377003,1
1732,2.25779898571852,2.47090141664857,1
25066,0.0,0.0,0
24925,2.21866573469601,2.40691319408554,1
22879,1.33217904021012,2.08832515148143,1
5737,2.28116938925969,2.32061210877099,1
13951,2.22629751331256,2.33225205855829,1
7648,2.26710028621027,2.50508041449914,1
8026,2.22575316802776,2.33846328028925,1
1123,2.28801657980296,2.40047461240198,1
10384,2.27120361410146,2.39080680336302,1
9556,2.28589805063687,2.39354500298259,1
14524,2.11413940564696,2.28957300040771,1
20112,2.05440279038392,2.26389679748673,1
17206,2.26919216859764,2.441642272782,1
8387,2.22429975645573,2.41012310852222,1
26030,1.56071040904141,1.97799866324091,0
18619,2.18958333236146,2.44799392154729,1
15402,2.15784717263703,2.41369940077511,1
25461,2.54352524769307,1.64923892610795,0
12270,2.16365878176015,2.40348849710866,1
22817,1.03972077083992,1.33217904021012,1
21982,2.22864066001303,2.38084436825784,1
22080,2.36842195976916,2.91499619929905,1
8990,2.23353350088392,2.36407842852438,1
14020,2.16548114469358,2.49801427419066,1
4294,2.14469120672547,2.28988098897287,1
2705,2.24150559546834,2.32498859689837,1
4597,2.12178597652916,2.30999612602202,1
16993,2.28371152449843,2.83593896172517,1
11857,2.21566784321038,2.39658608600629,1
21599,2.21355019407626,2.42564598737857,1
25072,0.0,2.34385322136933,0
7640,2.19529919431059,2.29718034756491,1
14029,2.27177774199431,2.36918391481946,1
1478,2.27094594614048,2.39895420894328,1
2205,2.21711840164461,2.37228971884458,1
2317,2.22578095730592,2.33470320274018,1
12592,2.17615162817429,2.55583086858777,1
6758,2.25181680009813,2.3132708147129,1
25176,2.59617246051547,2.26310862171662,0
24128,2.15239940227571,2.30182316301769,1
1888,2.07954069951029,2.34515994795391,1
16611,2.21584589995671,2.74441642698697,1
25465,2.66080094057361,2.02081786596086,0
3357,2.2473844752803,2.34771410720083,1
11112,2.198317104607,2.30788672741463,1
20256,2.2574918839501,2.21017442082094,1
25624,2.54222056197843,0.0,0
1403,2.29149980580645,2.46993343042569,1
12007,2.30409665326363,2.91338722229486,1
6633,2.36603243060823,2.3773464408959,1
10268,2.24277486325152,2.41033052383323,1
2134,2.18838625487995,2.37705142916878,1
5173,2.28811705070492,2.46418570387421,1
6377,2.33172560426172,2.30910884664523,1
9332,2.23565173569355,2.31823341010138,1
2951,2.16427723982569,2.28841735319155,1
15306,2.18064916539135,2.33128989903496,1
23812,2.20060495127699,2.28141777230322,1
12253,2.20473716168509,2.35899370926492,1
5595,2.2489689009225,2.24285759272949,1
1212,2.22741332375968,2.39471451642519,1
11936,2.18007561095961,2.41830918973424,1
16754,2.15660701513335,2.83002376652628,1
19261,2.02077601947534,2.25504120062494,1
14585,2.15940335371431,2.37802963203213,1
7760,2.30055335259678,2.37394583068879,1
8950,2.31428673932643,2.45862662371229,1
20718,2.16441283577901,2.43769320715649,1
9062,2.25913427982626,2.3874948357431,1
23799,2.30940719635437,2.23516891918943,1
21268,2.26340638489315,2.37726787417916,1
19040,2.18680605737457,2.39548332998522,1
15297,2.22437158842869,2.44062686379859,1
14746,2.23028452188777,2.44802900883547,1
23338,1.32966134885476,1.30610660908539,1
15106,2.11897432752674,2.35302555304505,1
18346,2.20411078114328,2.38252484658447,1
9626,2.30654530082452,2.41326590138966,1
7287,2.40590966338943,2.43267299492998,1
25980,2.35678568120329,1.47080847632211,0
21305,2.28342243507755,2.53120778922502,1
5415,2.3026876652756,2.49761989790002,1
11507,2.27658471992686,2.34742900791459,1
25946,2.27211982877278,2.40872441838347,0
19554,2.19465221373076,2.39511939169768,1
9574,2.22383515522194,2.43651831976193,1
23673,2.11829260128908,2.25164556939877,1
21152,2.21353838168034,2.45916686124219,1
18320,2.19112812478593,2.53110174218402,1
19467,2.20763314412756,2.38632823619856,1
8062,2.23286148625527,2.3400700703594,1
18989,2.21247148932809,2.5619073916082,1
22229,2.25555436104254,2.51541870068481,1
5263,2.25436340759018,2.3928627057115,1
24581,2.41992615959014,2.2498962563583,1
15867,2.09305816684396,2.4376330152246,1
22732,1.32966134885476,1.93619934568452,1
24000,2.17744818170329,2.378832849333,1
19158,2.34712358830746,2.90003911747377,1
10157,2.20058330704006,2.35729134213232,1
12551,2.06769146372607,2.41611927509546,1
1642,2.27117169957011,2.54288650667273,1
975,2.28727299501107,2.32909394261484,1
17018,2.16389363204411,2.41328718546468,1
24632,2.19601695753833,2.37089150911181,1
19316,2.17809808316019,2.40933075857856,1
13817,2.20506169245356,2.55455945785279,1
8534,2.20309255891541,2.26603382940603,1
6130,2.23845448387025,2.36571607154657,1
7405,2.22817259815813,2.32812828845812,1
23898,2.18954209882942,2.37836645039779,1
15628,2.19847917293525,2.47635398955911,1
21738,2.24264505097576,2.406528273931,1
3500,2.2809402865543,2.47591635840433,1
18340,2.21690797890355,2.39732274716345,1
13375,2.19886410307479,2.27536822734446,1
3918,2.13223915700216,2.32236993061473,1
11581,2.2764374300215,2.32997407058168,1
20759,2.1212476930903,2.22855619590212,1
15924,2.10583676893843,2.39601109693858,1
2367,2.23469807485727,2.43404290649445,1
21318,2.25047335509117,2.37417207465279,1
6184,2.11817591903536,2.282319607367,1
8614,2.23439868978443,2.36215404401328,1
14549,2.21576323442818,2.43342466694761,1
650,2.20677873260948,2.19025052382291,1
15626,2.23953278070591,2.50707511304702,1
63,2.31019372058973,2.41772453327761,1
9757,2.18844169250172,2.34872373130096,1
17025,2.14207716430307,2.28420414456206,1
22093,2.15300416271954,2.44121024449969,1
22780,1.38629436111989,1.80643697164308,1
23386,1.33217904021012,1.24544105376177,1
16893,2.19703492560468,2.47463334827401,1
16928,2.22387651075022,2.44036558487532,1
12089,2.16926409140885,2.2375764809784,1
8106,2.25283266689363,2.41780824371999,1
24033,2.16644356406725,2.38018203890585,1
17597,2.25028513883937,2.87813576675439,1
17055,2.10959693760912,2.30006133626709,1
4439,2.141246697287,2.29400567410495,1
20069,2.29283761942911,2.45618468847804,1
24159,2.30223725359846,2.27256661035803,1
13670,2.16170837784576,2.48896859587086,1
3307,2.01264099859001,2.40763280348694,1
3436,2.23437542173883,2.44085970941661,1
21900,2.20614881708939,2.28233797614432,1
24879,2.17078934833667,2.29321491820239,1
19340,2.15562831931844,2.36909398966422,1
17860,2.19908401212075,2.31182298490361,1
21136,2.23970472343093,2.67311760520145,1
3076,2.30376693851903,2.26210427034354,1
18929,2.14922583400286,2.39139937390191,1
23204,2.19998672011449,1.96325586642455,1
14904,2.3768749356024,2.52392046655428,1
9184,2.2554128359346,2.50659633231018,1
11363,2.27964242465031,2.30272280551032,1
17706,2.13363021272178,2.39021946343354,1
21026,2.26108461723994,2.45619410618414,1
24575,2.17427702493411,2.36873371120223,1
13621,2.22911306364587,2.50859992560247,1
5702,2.28053509646161,2.39585547426579,1
14249,2.18248571943612,2.38784215642439,1
2224,2.25212101569643,2.29626031683959,1
20346,2.21477370383267,2.31550996606735,1
12841,2.06219094423939,2.1847650293652,1
239,2.26696168816616,2.4118594141114,1
20930,2.14654702088372,2.4119836310295,1
1947,2.15384812219556,2.42019249894678,1
11484,2.20144323446045,2.34366935225966,1
22739,1.09861228866811,1.55958115625988,1
6075,2.3010541173772,2.32759626810629,1
13355,2.2285447477599,2.47328213559393,1
6437,2.32252251543412,2.5427882111235,1
25204,1.34241836897221,0.0,0
10605,2.21010398993463,2.39398158130305,1
817,2.31614451771933,2.36820357283431,1
8112,2.26123452381001,2.30944660401942,1
23010,1.67314213715342,2.06432210875676,1
16590,2.20077993136859,2.44532059877257,1
26053,2.01612511338672,0.0,0
12507,2.15548742208759,2.33425583922253,1
764,2.18508702891051,2.25821083656656,1
19902,2.20937687255197,2.35703492451913,1
10248,2.25959760468895,2.47795093168736,1
7248,2.2952327496493,2.47790913923466,1
10096,2.22966791607272,2.29042195076656,1
20981,2.22016331833193,2.29647265737252,1
18753,2.19038049612706,2.40438165711679,1
8448,2.28335859030465,2.36841098116369,1
10966,2.27967306391505,2.39978080556118,1
17549,2.14735820323057,2.25647808241276,1
5581,2.24896957588789,2.3969074968077,1
23089,2.28980189597589,2.21540083052882,1
16272,2.21033627529101,2.37227085096822,1
24276,2.17995554270888,2.34773603679265,1
22611,1.9277597380839,2.21236810445991,1
23854,2.19227624236534,2.32441634655959,1
3484,2.28894471912646,2.41349990047101,1
2252,2.19051228507482,2.37513809762505,1
19742,2.18631854399913,2.39140614215423,1
23725,1.94591014905531,1.80554764787974,1
21901,2.30221813108015,2.359460325871,1
20452,2.22691877483414,2.52728573029674,1
9816,2.20699266665884,2.39117470519422,1
1926,2.371470146492,2.43528825654048,1
21091,2.31233321879531,2.48376882090633,1
20079,2.24933576783425,2.46078506811023,1
17592,2.18159284821477,2.46380893610655,1
14679,2.25637676126172,2.48373628164048,1
8279,2.24781435405338,2.3977176509199,1
16704,2.22166553470839,2.41027095320522,1
19461,2.22480146111964,2.52246100976571,1
12865,2.30634252278414,2.68885632870448,1
11704,2.19019447273655,2.48917769366969,1
25755,0.0,0.0,0
25243,1.97820265058362,1.84393551336859,0
21352,2.21653721882527,2.29880492843593,1
3582,2.23701005460951,2.46283718822373,1
25001,2.23038348234143,2.29490626562692,1
9359,2.2271894371266,2.35699551455265,1
4869,2.17976455984829,2.32893542451376,1
3012,2.25894231107601,2.37738424770542,1
7919,2.24563288381659,2.37659749040343,1
15261,2.17941380723615,2.43147237384259,1
21391,2.23745112536402,2.38027856721903,1
5689,2.25008122951997,2.43922047612891,1
24628,2.14472077779451,2.3607831729479,1
1019,2.25279808711334,2.45087460429617,1
17113,2.18744622934972,2.35835154993664,1
25228,2.53290052814962,1.47080847632211,0
9604,2.21543601344163,2.36234147762857,1
23408,1.60050111397174,1.73828292231087,1
5340,2.2799334879384,2.56081362149528,1
22083,2.20035833648012,2.41793362130301,1
4111,2.10792731979565,2.36925440220552,1
545,2.19382561921479,2.26733058352614,1
4656,2.23130762987516,2.37961971149152,1
10776,2.32130885304203,2.33916701438697,1
5161,2.26363257647844,2.35250286243561,1
25916,2.5547560799201,1.01598505002491,0
3302,2.20088587092299,2.22749334886829,1
8827,2.26787546822241,2.29732824104432,1
17919,2.25939287063799,2.28649959258524,1
9996,2.17411364448419,2.25126873560965,1
5362,2.27720262984669,2.28490753043052,1
3707,2.18029670593849,2.27047210854759,1
4675,2.24653216990755,2.27989566633126,1
18449,2.16339698828255,2.59920110580767,1
8745,2.22568787622976,2.33354418103843,1
24552,2.16922296284779,2.35495685477544,1
7437,2.32928259620592,2.48028679554379,1
5136,2.16342321561558,2.37968685854651,1
13982,2.25392718558083,2.40479457422215,1
25813,2.62139311920213,1.47080847632211,0
1892,2.14971559692945,2.35584747501137,1
7372,2.14692476564344,2.33268337640808,1
20447,2.19645539218092,2.33060308286302,1
20003,2.28545635130496,2.48990011795948,1
1615,2.22308761928123,2.40705613124163,1
10882,2.21584386516709,2.37369443992299,1
4573,2.15336068620934,2.27728335628651,1
8410,2.27293577554751,2.40404843325794,1
3610,2.17380444160048,2.4251619220598,1
4802,2.07242332399083,2.28683318487161,1
18092,2.23866198169364,2.41236124739351,1
13642,2.22672154109442,2.49793461849217,1
6297,2.21562886908016,2.37429429706394,1
5792,2.24776043576495,2.35706210700944,1
8878,2.25383595115398,2.28889493765816,1
8998,2.23085749483555,2.41517873751957,1
15294,2.12082511467603,2.38262727899883,1
13578,2.22961325539748,2.45865866743737,1
24391,2.21200027072475,2.35672008790474,1
21550,2.21510947507007,2.44257420950522,1
6925,2.2447875214209,2.40312735328339,1
7685,2.25599435577024,2.3491525754551,1
683,2.3211222447819,2.3530002266875,1
17006,2.16171107717628,2.47597149362288,1
9535,2.31538397286455,2.53970453699037,1
20626,2.20795537333258,2.37855012643891,1
22936,0.636514168294813,1.81848316301237,1
16942,2.23302091985498,2.29965462719537,1
6050,2.29008815971592,2.33573283429705,1
19490,2.15389348686382,2.3209289568162,1
17314,2.18413903675413,2.38526441189369,1
19734,2.35058043335312,2.57394335252803,1
21003,2.2035560042203,2.71686179962691,1
26094,0.0,0.0,0
13739,2.101363307273,2.3307276682092,1
11402,2.20725844998023,2.43639450722869,1
6100,2.25369146931824,2.38878668559311,1
3553,2.19972823431302,2.36502428647255,1
25192,2.14960158123602,1.86417150015975,0
18641,2.1522432940616,2.45123616790668,1
19788,2.19590042664075,2.3541226998875,1
12885,2.12848630783282,2.32881361227056,1
18695,2.2438749533568,2.89280329744475,1
9961,2.25880953417139,2.31471898712619,1
19381,2.2295836489297,2.40823246800095,1
22235,2.2242898702195,2.49442154877689,1
15589,2.21075321508767,2.28143326444231,1
6675,2.32078417550091,2.45143814080754,1
25507,2.70928045646772,1.92844768968854,0
9774,2.26988868342325,2.31050036310952,1
3227,2.29488268591201,2.52050515107649,1
15044,2.18325832787999,2.46481646510724,1
9663,2.25806201030106,2.46316667706571,1
16567,2.24084213514705,2.45917684584003,1
18993,2.09425416413885,2.25822603627784,1
17137,2.24893088824292,2.4038620615664,1
24406,2.21756646095687,2.33272349332356,1
24217,2.12378386427298,2.34725086803085,1
17231,2.24190380933462,2.711828219508,1
12320,2.2282696201905,2.23908869518486,1
20695,2.27853564240545,2.53286988444778,1
7033,2.23488898388279,2.48136239325459,1
8338,2.30916062571818,2.43142477354617,1
5850,2.37337272336202,2.36218045017533,1
12960,2.21230125567599,2.34126579103857,1
15874,2.2540150455971,2.31820283548878,1
9973,2.20171644432493,2.43806679170309,1
15376,2.2385309849304,2.50650562364312,1
25122,0.0,2.42105670739917,0
22294,1.89898310714072,2.33155912846666,1
15274,2.10664554073216,2.43512473517964,1
11784,2.27462127835555,2.8298690465929,1
12409,2.23176272019419,2.39937230799091,1
23157,1.09861228866811,1.90615474653985,1
464,2.2254376151147,2.36590290812849,1
12076,2.19140364344625,2.15640388880843,1
13127,2.04208216930057,2.33400357356086,1
1762,2.21334836859803,2.38633058423776,1
15470,2.25073806386774,2.42283028100269,1
10245,2.20191734099972,2.33379217541087,1
1208,2.23395222357242,2.37886772014674,1
16427,2.15168934308668,2.23001093276268,1
9118,2.28189266670618,2.49458790112057,1
26000,2.71920564007273,2.37051611430647,0
9134,2.28656905983625,2.57636079720088,1
19768,2.14994253872648,2.36418851432852,1
21060,2.12623455125425,2.19454745834585,1
25632,1.79175946922806,1.70474809223843,0
3479,2.27781762712126,2.42743496107262,1
19103,2.18779288573287,2.35127780149729,1
5278,2.17604078823066,2.35397974529397,1
21846,2.29720641282533,2.57724330204469,1
24955,2.26066361172448,2.33324400480403,1
6295,2.28637756483231,2.26908676683875,1
5208,2.28868567920081,2.57282971570516,1
3828,2.17931653401843,2.27216045461587,1
22257,2.17361677470281,2.39062564019374,1
22146,2.15187469023887,2.37495120634165,1
22857,2.08918934477252,2.24018126279967,1
2966,2.27281779205828,2.43122872539431,1
20275,2.0372533157524,2.34979959340817,1
6952,2.40557914969498,2.43044584018813,1
25230,2.61331332738204,2.38126029374245,0
8894,2.20242293725314,2.35498902540811,1
4622,2.26384762544147,2.2636661693219,1
6705,2.23751772573067,2.41581422578374,1
1729,2.25117309694407,2.41575350505912,1
4953,2.30780267852077,2.4523552060641,1
10279,2.21314383521765,2.31753511441266,1
5044,2.1374346790899,2.37141296274829,1
325,2.30289556263695,2.2966497589127,1
341,2.27323881780209,2.44359083393489,1
9102,2.19636616460639,2.31326504640548,1
182,2.17083627348962,2.39593382064087,1
22179,2.2261474274689,2.57134946817767,1
12155,2.21132264678572,2.54638174042394,1
3767,2.1668710550561,2.25628947472826,1
25609,2.87233596382414,2.37961363097075,0
17552,2.23296193483858,2.73233324976798,1
228,2.31597909797038,2.35992155115343,1
2311,2.25165258495978,2.34488839826555,1
16783,2.27755138358124,2.39475715439301,1
9169,2.29278725708823,2.55353393095088,1
23394,1.62436628891276,1.88053762222828,1
5550,2.27643763907235,2.41842433292835,1
17188,2.18565829745433,2.34734518305584,1
22361,2.23629347834515,2.65242067703143,1
20472,2.19234487580939,2.68759976384888,1
16096,2.2373992743241,2.81784721356899,1
17178,2.19272748541268,2.42621297164582,1
9245,2.27952860776582,2.50786258876392,1
18847,2.16648275842676,2.30514344051021,1
8155,2.31718941935876,2.35246886985285,1
5921,2.12520932718525,2.35682254229359,1
12268,2.18480307078971,2.4081966188702,1
11770,2.1642209273968,2.26846982915756,1
24248,2.19447456660506,2.38987299566463,1
18342,2.23336933170977,2.60803171322795,1
8743,2.20529540690101,2.40405366767864,1
24658,2.03849826636061,2.16383088018692,1
1751,2.3004921195732,2.33034651222821,1
18454,2.21465175014272,2.46295230209621,1
11798,2.10339204381278,2.58650323816753,1
11230,2.18403559001102,2.26754746252627,1
7623,2.22890013481854,2.37479104162793,1
19674,2.16001855776464,2.31980068423538,1
6658,2.37290378255571,2.41026064436664,1
16192,2.19690559063781,2.36382014164655,1
21877,2.17289137007834,2.31715650611565,1
22776,1.09861228866811,1.64622455382987,1
11488,2.26983296217441,2.37713424097888,1
20475,2.20656918968781,2.42740927242502,1
15207,2.41556309772616,2.2193587876667,1
14168,2.12381832459156,2.34485007601295,1
24387,2.1479242312878,2.26838378493219,1
18044,2.22541638334277,2.41881495121432,1
5822,2.21262299041208,2.3760578945511,1
10516,2.24557340759833,2.39873310010143,1
10925,2.25587597719112,2.49613471409237,1
2645,2.31368839714164,2.47824217401069,1
1588,2.26619479628561,2.49421254542133,1
19499,2.23570520465328,2.45641320513899,1
18159,2.08890637782453,2.53716364563165,1
3637,2.2068984541092,2.41319948341859,1
6139,2.17080010756816,2.43248642208114,1
5075,2.11264335312865,2.28579573571121,1
18008,2.19246131937595,2.10326757701815,1
5495,2.21428860075153,2.31373843695621,1
13475,2.12875909156537,2.38944440987373,1
662,2.26820295529597,2.46072964534752,1
18963,2.19042333634768,2.47047411238591,1
8008,2.34317822125108,2.3579226727879,1
13087,2.22555940417851,2.57746193738343,1
12558,2.26751913818155,2.58429567151283,1
9188,2.22621112602109,2.31546133480822,1
12929,2.1068911471916,2.35925969631871,1
2019,2.24273607532941,2.39816162711442,1
19263,2.25272522628125,2.43662520297891,1
23694,2.21745585444547,2.27419765409784,1
16179,2.14203588568918,2.32571478825187,1
8255,2.30112288236131,2.36276442664137,1
18674,2.25088181347831,2.71234990655297,1
9269,2.03697142087173,2.36684657918012,1
24114,2.3842936196743,2.26455098231945,1
21421,2.09647358165319,2.43482686159997,1
23956,2.25894290207488,2.29421676687659,1
2322,2.37331003615666,2.33109501359181,1
3027,2.25360827693474,2.30879626392647,1
3320,2.10671240476685,2.36897887561489,1
23652,2.33689150265808,2.20555161082583,1
10499,2.33994319394267,2.56586669398438,1
2468,2.37805650509726,2.30142582655738,1
11044,2.18760580438485,2.34036830098848,1
11964,2.24097980995947,2.52764202036578,1
14573,2.14884570071103,2.33194773901407,1
6197,2.12412379117925,2.25370965430154,1
5728,2.23650402639674,2.33770540333326,1
23797,2.198434950781,2.24092444792798,1
6111,2.23156085214447,2.35594241828496,1
13874,2.18075370974867,2.37187517994334,1
20637,2.20182730490754,2.36493327703127,1
15257,2.15395764156866,2.40197191897506,1
