filepath,trackNum,instrument,isDrum,hasTimeSignatures,medianMetricDepth,tpq,velocity_per_track,onset_per_track,velocity_entropy_per_track,onset_entropy_per_track
"Eval-subsets/GiantPiano-MIDIs/Bach, Carl Philipp Emanuel, Menuet in C major, H.216, ZFpaSPueVeY.mid",0,0,FALSE,TRUE,12,384,[64],[45],[2.153266365810677],[2.371523147042713]
"Eval-subsets/GiantPiano-MIDIs/Bach, Carl Philipp Emanuel, Menuet in F major, H.218, UTtgkpZADqs.mid",0,0,FALSE,TRUE,12,384,[59],[50],[2.1981725778965346],[2.260560848059119]
"Eval-subsets/GiantPiano-MIDIs/Bach, Carl Philipp Emanuel, Presto in C minor, H.230, vm4l9ovabVQ.mid",0,0,FALSE,TRUE,12,384,[49],[45],[2.2697871923604684],[2.330411669580316]
"Eval-subsets/GiantPiano-MIDIs/Bach, Carl Philipp Emanuel, Rondo in A minor, H.262, D-jdMJ00inY.mid",0,0,FALSE,TRUE,12,384,[80],[52],[2.186280501667878],[2.378204374153169]
"Eval-subsets/GiantPiano-MIDIs/Bach, Carl Philipp Emanuel, Rondo in C major, H.260, TOhbgKj68ZM.mid",0,0,FALSE,TRUE,12,384,[75],[52],[2.2710963985630856],[2.42407114395363]
"Eval-subsets/GiantPiano-MIDIs/Bach, Carl Philipp Emanuel, Rondo in E-flat major, H.288, QlNCH-Jp61M.mid",0,0,FALSE,TRUE,12,384,[83],[52],[2.2012793311229437],[2.2871269327703736]
"Eval-subsets/GiantPiano-MIDIs/Bach, Carl Philipp Emanuel, Rondo in F major, H.266, fCIIW-9C1Qg.mid",0,0,FALSE,TRUE,12,384,[68],[52],[2.2538928290424165],[2.364300662489024]
"Eval-subsets/GiantPiano-MIDIs/Bach, Carl Philipp Emanuel, Rondo in G major, H.271, 996yMEb6v_s.mid",0,0,FALSE,TRUE,12,384,[65],[51],[2.2511385596065265],[2.370126438979494]
"Eval-subsets/GiantPiano-MIDIs/Bach, Carl Philipp Emanuel, Solfeggio in A major, H.222, DZ9SFyeV1Dk.mid",0,0,FALSE,TRUE,12,384,[34],[42],[2.055347169836456],[2.50315016437239]
"Eval-subsets/GiantPiano-MIDIs/Bach, Carl Philipp Emanuel, Solfeggio in C minor, H.220, 9rDGc69FQcY.mid",0,0,FALSE,TRUE,12,384,[56],[48],[2.308769198814035],[2.27192582657231]
"Eval-subsets/GiantPiano-MIDIs/Bach, Carl Philipp Emanuel, Solfeggio in E-flat major, H.221, fCjbApF1NTo.mid",0,0,FALSE,TRUE,12,384,[58],[39],[2.168617962303577],[2.3272492457815876]
"Eval-subsets/GiantPiano-MIDIs/Bach, Christoph, Funeral March to the Memory of Abraham Lincoln, idkjDVHadhw.mid",0,0,FALSE,TRUE,12,384,[96],[51],[2.2113226467857157],[2.546381740423941]
"Eval-subsets/GiantPiano-MIDIs/Bach, Johann Christian, Keyboard Sonata in A major, W.A 11, TQaVopIIrSw.mid",0,0,FALSE,TRUE,12,384,[74],[52],[2.1870838534545345],[2.2326248259830006]
"Eval-subsets/GiantPiano-MIDIs/Bach, Johann Christian, Keyboard Sonata in E-flat major, W.A 9, gGJ6XLpruGA.mid",0,0,FALSE,TRUE,12,384,[62],[48],[2.20728345791684],[2.329738296539044]
"Eval-subsets/GiantPiano-MIDIs/Bach, Johann Christian, Keyboard Sonata in G major, W.A 10, sAcMKJbz-EE.mid",0,0,FALSE,TRUE,12,384,[64],[52],[2.1614797887376893],[2.2945934084941793]
"Eval-subsets/GiantPiano-MIDIs/Bach, Johann Christian, Keyboard Sonata in G major, W.A 3, gGJ6XLpruGA.mid",0,0,FALSE,TRUE,12,384,[62],[48],[2.20728345791684],[2.329738296539044]
"Eval-subsets/GiantPiano-MIDIs/Bach, Johann Christian, Keyboard Sonata in G major, W.A 7, 0R4FwPFYTOA.mid",0,0,FALSE,TRUE,12,384,[79],[52],[2.1823200714255067],[2.6388657304614007]
"Eval-subsets/GiantPiano-MIDIs/Bach, Johann Christian, Sonata for Keyboard Duet, W.A 19, EMsVu_kfzco.mid",0,0,FALSE,TRUE,12,384,[84],[52],[2.164277198420791],[2.3664916636095117]
"Eval-subsets/GiantPiano-MIDIs/Bach, Johann Christoph Friedrich, Menuett in C major, qePe4jx0ALU.mid",0,0,FALSE,TRUE,12,384,[39],[43],[2.1149885553620127],[2.4788789634682544]
"Eval-subsets/GiantPiano-MIDIs/Bach, Johann Christoph Friedrich, Solfeggio, r4KpuSTNBe8.mid",0,0,FALSE,TRUE,12,384,[47],[39],[2.386401953995837],[2.1218640919004437]
"Eval-subsets/GiantPiano-MIDIs/Bach, Johann Christoph Friedrich, Sonata for Piano 4-hands in A major, eUcUAM8OfG4.mid",0,0,FALSE,TRUE,12,384,[69],[52],[2.1967434366151704],[2.3759338473021128]
"Eval-subsets/GiantPiano-MIDIs/Bach, Johann Sebastian, 15 Sinfonias, BWV 787-801, ntLGHRX5XOE.mid",0,0,FALSE,TRUE,12,384,[87],[52],[2.189545166062107],[2.3397605401845323]
"Eval-subsets/GiantPiano-MIDIs/Bach, Johann Sebastian, Air in F major, BWV Anh.131, ofljU7lmZMA.mid",0,0,FALSE,TRUE,12,384,[43],[39],[2.036293200026654],[2.4451523010434766]
"Eval-subsets/GiantPiano-MIDIs/Bach, Johann Sebastian, Allemande in C minor, BWV 834, 0lx-kPXgPw8.mid",0,0,FALSE,TRUE,12,384,[51],[48],[2.127997304055265],[2.4483278284397474]
"Eval-subsets/GiantPiano-MIDIs/Bach, Johann Sebastian, Allemande in G minor, BWV 836, mCCux8jvhkA.mid",0,0,FALSE,TRUE,12,384,[47],[37],[2.2761713817193105],[2.650853489021272]
"Eval-subsets/GiantPiano-MIDIs/Bach, Johann Sebastian, Als der gütige Gott vollenden wollt sein Wort, BWV 264, I69tdLLbIyw.mid",0,0,FALSE,TRUE,12,384,[24],[30],[2.329459554090608],[2.7666771564203403]
"Eval-subsets/GiantPiano-MIDIs/Bach, Johann Sebastian, Andante in G minor, BWV 969, IN5Ma07uT5M.mid",0,0,FALSE,TRUE,12,384,[32],[48],[2.2879280180051196],[2.3552309798057802]
"Eval-subsets/GiantPiano-MIDIs/Bach, Johann Sebastian, Applicatio in C major, BWV 994, eT0Qcf4C0fI.mid",0,0,FALSE,TRUE,12,384,[35],[22],[2.2676924577893494],[2.708765465777116]
"Eval-subsets/GiantPiano-MIDIs/Bach, Johann Sebastian, Aria variata in A minor, BWV 989, cpgCkQXmz8g.mid",0,0,FALSE,TRUE,12,384,[75],[52],[2.1770597272013026],[2.360371936951295]
"Eval-subsets/GiantPiano-MIDIs/Bach, Johann Sebastian, Capriccio in B-flat major, BWV 992, 5Y6D4Y17SVo.mid",0,0,FALSE,TRUE,12,384,[88],[52],[2.234189415564815],[2.3331880541108867]
"Eval-subsets/GiantPiano-MIDIs/Bach, Johann Sebastian, Chromatic Fantasia and Fugue, BWV 903, lHTMq-5B9Co.mid",0,0,FALSE,TRUE,12,384,[85],[52],[2.2481719458718716],[2.355760268387817]
"Eval-subsets/GiantPiano-MIDIs/Bach, Johann Sebastian, Das wohltemperierte Klavier I, BWV 846-869, Ugc5FZsycAw.mid",0,0,FALSE,TRUE,12,384,[90],[52],[2.161839257508228],[2.3476212021822715]
"Eval-subsets/GiantPiano-MIDIs/Bach, Johann Sebastian, Die Nacht ist kommen, BWV 296, _Jv3YYjHnqc.mid",0,0,FALSE,TRUE,12,384,[35],[35],[2.2127776774612653],[2.4833570159492186]
"Eval-subsets/GiantPiano-MIDIs/Bach, Johann Sebastian, Duetto No.1 in E minor, BWV 802, XJDb00Go7vE.mid",0,0,FALSE,TRUE,12,384,[47],[49],[2.2434149151481653],[2.2133684401003353]
"Eval-subsets/GiantPiano-MIDIs/Bach, Johann Sebastian, Duetto No.2 in F major, BWV 803, Dy_7dXtdPzc.mid",0,0,FALSE,TRUE,12,384,[58],[49],[2.1596981343564794],[2.383599983499467]
"Eval-subsets/GiantPiano-MIDIs/Bach, Johann Sebastian, Duetto No.3 in G major, BWV 804, 7Dc3en1ntpM.mid",0,0,FALSE,TRUE,12,384,[51],[51],[2.071717233949406],[2.3447465876000173]
"Eval-subsets/GiantPiano-MIDIs/Bach, Johann Sebastian, Duetto No.4 in A minor, BWV 805, UeXbygrzXrQ.mid",0,0,FALSE,TRUE,12,384,[54],[52],[2.099364516157569],[2.258992639391961]
"Eval-subsets/GiantPiano-MIDIs/Bach, Johann Sebastian, English Suite No.1 in A major, BWV 806, xS0lss7ogNI.mid",0,0,FALSE,TRUE,12,384,[76],[52],[2.121686098716022],[2.318847692941508]
"Eval-subsets/GiantPiano-MIDIs/Bach, Johann Sebastian, English Suite No.2 in A minor, BWV 807, dTEYwfgWFD0.mid",0,0,FALSE,TRUE,12,384,[83],[52],[2.135027036806321],[2.3593055272183685]
"Eval-subsets/GiantPiano-MIDIs/Bach, Johann Sebastian, English Suite No.3 in G minor, BWV 808, H9gzsY9jIx4.mid",0,0,FALSE,TRUE,12,384,[83],[52],[2.160522372336219],[2.3509634607150103]
"Eval-subsets/GiantPiano-MIDIs/Bach, Johann Sebastian, English Suite No.5 in E minor, BWV 810, _HKagOA4SFM.mid",0,0,FALSE,TRUE,12,384,[84],[52],[2.1419188946932204],[2.3489027354188203]
"Eval-subsets/GiantPiano-MIDIs/Bach, Johann Sebastian, English Suite No.6 in D minor, BWV 811, IY0KTBQD3bQ.mid",0,0,FALSE,TRUE,12,384,[83],[52],[2.1577081181412003],[2.35489707787896]
"Eval-subsets/GiantPiano-MIDIs/Bach, Johann Sebastian, Fantasia and Fugue in A minor, BWV 904, Ln99yU7WNr0.mid",0,0,FALSE,TRUE,12,384,[91],[52],[2.23301038986855],[2.425393168049534]
"Eval-subsets/GiantPiano-MIDIs/Bach, Johann Sebastian, Fantasia and Fugue in A minor, BWV 944, 6n3n6Ouw_4c.mid",0,0,FALSE,TRUE,12,384,[67],[52],[2.232165496363596],[2.417329814142705]
"Eval-subsets/GiantPiano-MIDIs/Bach, Johann Sebastian, Fantasia and Fugue in C minor, BWV 906, dT7FnwO40cQ.mid",0,0,FALSE,TRUE,12,384,[61],[52],[2.2519003378415063],[2.315618142754005]
"Eval-subsets/GiantPiano-MIDIs/Bach, Johann Sebastian, Fantasia and Fugue in D minor, BWV 905, wdd10j7RIao.mid",0,0,FALSE,TRUE,12,384,[69],[51],[2.1468311779533713],[2.346145400931011]
"Eval-subsets/GiantPiano-MIDIs/Bach, Johann Sebastian, Fantasia in C minor, BWV 919, 2-eh1_yu6Vg.mid",0,0,FALSE,TRUE,12,384,[40],[49],[2.148420355413897],[2.320032828808073]
"Eval-subsets/GiantPiano-MIDIs/Bach, Johann Sebastian, Fantasia in D minor, BWV 903a, -GLrRLJu2BE.mid",0,0,FALSE,TRUE,12,384,[79],[52],[2.3208275025525498],[2.205500058346749]
"Eval-subsets/GiantPiano-MIDIs/Bach, Johann Sebastian, Fantasia in G minor, BWV 920, 2EGv3LpoAJw.mid",0,0,FALSE,TRUE,12,384,[77],[52],[2.2102786876141742],[2.47703091802004]
"Eval-subsets/GiantPiano-MIDIs/Bach, Johann Sebastian, French Suite No.2 in C minor, BWV 813, FU0jr1obOao.mid",0,0,FALSE,TRUE,12,384,[77],[52],[2.1184124736339034],[2.313682628320021]
"Eval-subsets/GiantPiano-MIDIs/Bach, Johann Sebastian, French Suite No.4 in E-flat major, BWV 815, Z1fZ54Ho1nw.mid",0,0,FALSE,TRUE,12,384,[77],[52],[2.1237368172446986],[2.294488776429498]
"Eval-subsets/GiantPiano-MIDIs/Bach, Johann Sebastian, French Suite No.5 in G major, BWV 816, f_U0lm6HZMk.mid",0,0,FALSE,TRUE,12,384,[79],[52],[2.119171438964579],[2.330005260509539]
"Eval-subsets/GiantPiano-MIDIs/Bach, Johann Sebastian, French Suite No.6 in E major, BWV 817, kkNPezHTWzU.mid",0,0,FALSE,TRUE,12,384,[77],[52],[2.195000545891593],[2.3170625488992718]
"Eval-subsets/GiantPiano-MIDIs/Bach, Johann Sebastian, Fugue (on the theme 'B-A-C-H') in C minor, BWV Anh.110, LX1NdbKI9BE.mid",0,0,FALSE,TRUE,12,384,[33],[51],[2.3216126785162445],[2.7106830645043747]
"Eval-subsets/GiantPiano-MIDIs/Bach, Johann Sebastian, Fugue in B-flat major, BWV Anh.105, uBuSTf464T0.mid",0,0,FALSE,TRUE,12,384,[37],[30],[2.150760331944599],[2.465748728364372]
"Eval-subsets/GiantPiano-MIDIs/Bach, Johann Sebastian, Fugue in B-flat major, BWV Anh.45, yPxxH2EOQu8.mid",0,0,FALSE,TRUE,12,384,[38],[21],[2.0644590159397276],[2.599114302682577]
"Eval-subsets/GiantPiano-MIDIs/Bach, Johann Sebastian, Fugue in C major, BWV 953, Lb3tUPg7p_s.mid",0,0,FALSE,TRUE,12,384,[40],[51],[2.285081434918449],[2.3247155439034]
"Eval-subsets/GiantPiano-MIDIs/Bach, Johann Sebastian, Fugue in E minor, BWV 960, ZltFnDMfusw.mid",0,0,FALSE,TRUE,12,384,[56],[52],[2.1081118777794385],[2.373070317779586]
"Eval-subsets/GiantPiano-MIDIs/Bach, Johann Sebastian, Fugue in F-sharp major, BWV Anh.97, PY4xmntLt88.mid",0,0,FALSE,TRUE,12,384,[50],[50],[2.131808397122444],[2.3339246625955306]
"Eval-subsets/GiantPiano-MIDIs/Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",0,0,FALSE,TRUE,12,384,[84],[52],[2.182081499540426],[2.3672083305563687]
"Eval-subsets/GiantPiano-MIDIs/Bach, Johann Sebastian, Herr, ich habe missgehandelt, BWV 331, r9UOPtkJido.mid",0,0,FALSE,TRUE,12,384,[75],[52],[2.214849100792478],[2.43251874580263]
"Eval-subsets/GiantPiano-MIDIs/Bach, Johann Sebastian, Invention in A major, BWV 783, qmorlhskYNI.mid",0,0,FALSE,TRUE,12,384,[54],[51],[2.2008839504921065],[2.3038827568352747]
"Eval-subsets/GiantPiano-MIDIs/Bach, Johann Sebastian, Invention in A minor, BWV 784, TxtD9nBmNHI.mid",0,0,FALSE,TRUE,12,384,[51],[47],[2.0543262039731944],[2.190338269571556]
"Eval-subsets/GiantPiano-MIDIs/Bach, Johann Sebastian, Invention in B minor, BWV 786, 6ZlsbHOsRiY.mid",0,0,FALSE,TRUE,12,384,[59],[47],[2.02758069120436],[2.3187701536502536]
"Eval-subsets/GiantPiano-MIDIs/Bach, Johann Sebastian, Invention in B-flat major, BWV 785, 3p_0SLgf7yU.mid",0,0,FALSE,TRUE,12,384,[36],[31],[2.18202883459073],[2.4751390844692103]
"Eval-subsets/GiantPiano-MIDIs/Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",0,0,FALSE,TRUE,12,384,[49],[52],[2.19589399317184],[2.3581834068873957]
"Eval-subsets/GiantPiano-MIDIs/Bach, Johann Sebastian, Invention in C minor, BWV 773, XCh0k-jsCiY.mid",0,0,FALSE,TRUE,12,384,[46],[49],[2.067578797584583],[2.3303675926904925]
"Eval-subsets/GiantPiano-MIDIs/Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",0,0,FALSE,TRUE,12,384,[40],[33],[2.161307640214072],[2.3693905673822253]
"Eval-subsets/GiantPiano-MIDIs/Bach, Johann Sebastian, Invention in D minor, BWV 775, 3JVYh1ZX78c.mid",0,0,FALSE,TRUE,12,384,[53],[46],[2.075902732035145],[2.493568374932494]
"Eval-subsets/GiantPiano-MIDIs/Bach, Johann Sebastian, Invention in E major, BWV 777, UuMdUG-eZtk.mid",0,0,FALSE,TRUE,12,384,[43],[34],[1.9144564880594124],[2.3695505139637087]
"Eval-subsets/GiantPiano-MIDIs/Bach, Johann Sebastian, Invention in E minor, BWV 778, iI5lzwX785Y.mid",0,0,FALSE,TRUE,12,384,[43],[23],[2.13905559807016],[2.6855487506826146]
"Eval-subsets/GiantPiano-MIDIs/Bach, Johann Sebastian, Invention in E-flat major, BWV 776, 1Eya7xi4GoU.mid",0,0,FALSE,TRUE,12,384,[40],[33],[2.140897342822845],[2.5477260612456494]
"Eval-subsets/GiantPiano-MIDIs/Bach, Johann Sebastian, Invention in F major, BWV 779, -wfkUYsbOxM.mid",0,0,FALSE,TRUE,12,384,[47],[48],[2.0282454173711617],[2.3415537796837715]
"Eval-subsets/GiantPiano-MIDIs/Bach, Johann Sebastian, Invention in F minor, BWV 780, 1ytvth9cXeo.mid",0,0,FALSE,TRUE,12,384,[39],[22],[2.1399118405613358],[2.704895826410219]
"Eval-subsets/GiantPiano-MIDIs/Bach, Johann Sebastian, Invention in G major, BWV 781, jVHqIK13-nk.mid",0,0,FALSE,TRUE,12,384,[38],[29],[2.0266886580387564],[2.710507699610424]
"Eval-subsets/GiantPiano-MIDIs/Bach, Johann Sebastian, Invention in G minor, BWV 782, p6zdhYloTnI.mid",0,0,FALSE,TRUE,12,384,[36],[22],[2.177657270799815],[2.4190567219718826]
"Eval-subsets/GiantPiano-MIDIs/Bach, Johann Sebastian, March in E-flat major, BWV Anh.127, -_6JYI6H1C8.mid",0,0,FALSE,TRUE,12,384,[42],[46],[2.072527046694628],[2.4415659023928518]
"Eval-subsets/GiantPiano-MIDIs/Bach, Johann Sebastian, Minuet in A minor, BWV Anh.120, -v5tAtl2KjQ.mid",0,0,FALSE,TRUE,12,384,[30],[45],[2.2339435614759453],[2.250646960048496]
"Eval-subsets/GiantPiano-MIDIs/Bach, Johann Sebastian, Minuet in B-flat-major, BWV Anh.118, uPOZKPBVhLM.mid",0,0,FALSE,TRUE,12,384,[42],[47],[2.0595739711454866],[2.3926380544829384]
"Eval-subsets/GiantPiano-MIDIs/Bach, Johann Sebastian, Minuet in F major, BWV Anh.113, -OqSGhlsdgQ.mid",0,0,FALSE,TRUE,12,384,[31],[28],[2.1487912394699804],[2.508885738467418]
"Eval-subsets/GiantPiano-MIDIs/Bach, Johann Sebastian, Minuet in G major, BWV Anh.114, p1gGxpitLO8.mid",0,0,FALSE,TRUE,12,384,[38],[44],[2.09446264329332],[2.416123550338278]
"Eval-subsets/GiantPiano-MIDIs/Bach, Johann Sebastian, Musette in D major, BWV Anh.126, Fa8Wqn2fDaA.mid",0,0,FALSE,TRUE,12,384,[64],[45],[2.1276179303396154],[2.690196763039455]
"Eval-subsets/GiantPiano-MIDIs/Bach, Johann Sebastian, Nun lob, mein Seel, den Herren, BWV 390, OqFDs-QqSho.mid",0,0,FALSE,TRUE,12,384,[61],[50],[2.1052802463071405],[2.3846271403876544]
"Eval-subsets/GiantPiano-MIDIs/Bach, Johann Sebastian, Partita in A minor, BWV 827, kPQ42cP09pM.mid",0,0,FALSE,TRUE,12,384,[96],[52],[2.1979016260481425],[2.36004808702883]
"Eval-subsets/GiantPiano-MIDIs/Bach, Johann Sebastian, Partita in B-flat major, BWV 825, feikrhaRFTk.mid",0,0,FALSE,TRUE,12,384,[93],[52],[2.1788721157424282],[2.3040750780400225]
"Eval-subsets/GiantPiano-MIDIs/Bach, Johann Sebastian, Partita in C minor, BWV 826, VNG8Jmz5zqI.mid",0,0,FALSE,TRUE,12,384,[92],[52],[2.1200874466032262],[2.3509447404127783]
"Eval-subsets/GiantPiano-MIDIs/Bach, Johann Sebastian, Partita in D major, BWV 828, 61Hn85VU7d0.mid",0,0,FALSE,TRUE,12,384,[92],[52],[2.191398103456676],[2.313801031556203]
"Eval-subsets/GiantPiano-MIDIs/Bach, Johann Sebastian, Partita in E minor, BWV 830, Hu0TihVQnaY.mid",0,0,FALSE,TRUE,12,384,[85],[52],[2.195308704125445],[2.3150188992339267]
"Eval-subsets/GiantPiano-MIDIs/Bach, Johann Sebastian, Partita in G major, BWV 829, aecenXn3obw.mid",0,0,FALSE,TRUE,12,384,[91],[52],[2.1688783181723785],[2.341809015864236]
"Eval-subsets/GiantPiano-MIDIs/Bach, Johann Sebastian, Polonaise in D minor, BWV Anh.128, 1_kE609bA7g.mid",0,0,FALSE,TRUE,12,384,[40],[47],[1.962502043963572],[2.184300447351625]
"Eval-subsets/GiantPiano-MIDIs/Bach, Johann Sebastian, Polonaise in F major, BWV Anh.117a, W_ZWH7wGB1M.mid",0,0,FALSE,TRUE,12,384,[48],[28],[2.236430492402234],[2.5403715394495596]
"Eval-subsets/GiantPiano-MIDIs/Bach, Johann Sebastian, Prelude and Fughetta in D minor, BWV 899, YyCQ61sisds.mid",0,0,FALSE,TRUE,12,384,[62],[49],[2.1774698049751238],[2.2752676750387284]
"Eval-subsets/GiantPiano-MIDIs/Bach, Johann Sebastian, Prelude and Fughetta in E minor, BWV 900, 3M_Bf7iwPlA.mid",0,0,FALSE,TRUE,12,384,[52],[52],[2.206921555621419],[2.3798785092549726]
"Eval-subsets/GiantPiano-MIDIs/Bach, Johann Sebastian, Prelude and Fughetta in G major, BWV 902, aYPld96pzR4.mid",0,0,FALSE,TRUE,12,384,[64],[52],[2.083700172916009],[2.300947691448907]
"Eval-subsets/GiantPiano-MIDIs/Bach, Johann Sebastian, Prelude and Fugue in A major, BWV 864, WKNfd8GzFjw.mid",0,0,FALSE,TRUE,12,384,[64],[52],[2.087449319803054],[2.3809466051277965]
"Eval-subsets/GiantPiano-MIDIs/Bach, Johann Sebastian, Prelude and Fugue in A major, BWV 888, dBj7TNg4uWs.mid",0,0,FALSE,TRUE,12,384,[68],[52],[2.0128485297642413],[2.3311567966077242]
"Eval-subsets/GiantPiano-MIDIs/Bach, Johann Sebastian, Prelude and Fugue in A minor, BWV 889, aPSCHZnjw2k.mid",0,0,FALSE,TRUE,12,384,[84],[51],[2.1994446126811282],[2.351403914406464]
"Eval-subsets/GiantPiano-MIDIs/Bach, Johann Sebastian, Prelude and Fugue in A minor, BWV 894, zYccvhhTmNw.mid",0,0,FALSE,TRUE,12,384,[69],[52],[2.2596279806628714],[2.386020326889669]
"Eval-subsets/GiantPiano-MIDIs/Bach, Johann Sebastian, Prelude and Fugue in A-flat major, BWV 862, gCL5Zvnt0TU.mid",0,0,FALSE,TRUE,12,384,[75],[52],[2.128157475087701],[2.2822302335844284]
"Eval-subsets/GiantPiano-MIDIs/Bach, Johann Sebastian, Prelude and Fugue in A-flat major, BWV 886, 5qfTOKrfzdU.mid",0,0,FALSE,TRUE,12,384,[71],[52],[2.1733332458199115],[2.3214330931761307]
"Eval-subsets/GiantPiano-MIDIs/Bach, Johann Sebastian, Prelude and Fugue in B major, BWV 868, bfjaxVZPpHc.mid",0,0,FALSE,TRUE,12,384,[62],[50],[2.1403509771459386],[2.3484177791400724]
"Eval-subsets/GiantPiano-MIDIs/Bach, Johann Sebastian, Prelude and Fugue in B major, BWV 892, OCnENbenhzw.mid",0,0,FALSE,TRUE,12,384,[70],[52],[2.1837889392237626],[2.3203695328123435]
"Eval-subsets/GiantPiano-MIDIs/Bach, Johann Sebastian, Prelude and Fugue in B minor, BWV 869, SmE6zH0kErM.mid",0,0,FALSE,TRUE,12,384,[78],[52],[2.1665284724278275],[2.3945374710969043]
"Eval-subsets/GiantPiano-MIDIs/Bach, Johann Sebastian, Prelude and Fugue in B minor, BWV 893, bp4Y8buWb3k.mid",0,0,FALSE,TRUE,12,384,[75],[52],[2.161544939143512],[2.273735343566723]
"Eval-subsets/GiantPiano-MIDIs/Bach, Johann Sebastian, Prelude and Fugue in B-flat major, BWV 866, Y9KHhjUwG14.mid",0,0,FALSE,TRUE,12,384,[68],[52],[2.2213103929643223],[2.4696102624471425]
"Eval-subsets/GiantPiano-MIDIs/Bach, Johann Sebastian, Prelude and Fugue in B-flat major, BWV 890, Bku5wYGkCFg.mid",0,0,FALSE,TRUE,12,384,[70],[52],[2.0709928872598944],[2.3436904444058757]
"Eval-subsets/GiantPiano-MIDIs/Bach, Johann Sebastian, Prelude and Fugue in B-flat minor, BWV 867, rHMp-iy-poo.mid",0,0,FALSE,TRUE,12,384,[76],[51],[2.124216923071928],[2.3645195105573826]
"Eval-subsets/GiantPiano-MIDIs/Bach, Johann Sebastian, Prelude and Fugue in B-flat minor, BWV 891, DvMpEyeYyo4.mid",0,0,FALSE,TRUE,12,384,[83],[52],[2.1149583850289804],[2.3929414379282017]
"Eval-subsets/GiantPiano-MIDIs/Bach, Johann Sebastian, Prelude and Fugue in C major, BWV 846, 0KQW2YnCUrE.mid",0,0,FALSE,TRUE,12,384,[79],[52],[2.2754788779645754],[2.3656480713580845]
"Eval-subsets/GiantPiano-MIDIs/Bach, Johann Sebastian, Prelude and Fugue in C major, BWV 870, F1lajYAtdGg.mid",0,0,FALSE,TRUE,12,384,[83],[52],[2.2047371616850855],[2.3589937092649187]
"Eval-subsets/GiantPiano-MIDIs/Bach, Johann Sebastian, Prelude and Fugue in C minor, BWV 847, R0nZjkh-U7I.mid",0,0,FALSE,TRUE,12,384,[52],[51],[2.212808858137528],[2.3104996624911367]
"Eval-subsets/GiantPiano-MIDIs/Bach, Johann Sebastian, Prelude and Fugue in C minor, BWV 871, nTY1tN7aoCw.mid",0,0,FALSE,TRUE,12,384,[70],[52],[2.118124701238809],[2.3361229389329017]
"Eval-subsets/GiantPiano-MIDIs/Bach, Johann Sebastian, Prelude and Fugue in C-sharp major, BWV 848, Z-c8WG2GTaI.mid",0,0,FALSE,TRUE,12,384,[66],[52],[2.1546829305008015],[2.3125949454343897]
"Eval-subsets/GiantPiano-MIDIs/Bach, Johann Sebastian, Prelude and Fugue in C-sharp major, BWV 872, QEqBamNZDEE.mid",0,0,FALSE,TRUE,12,384,[88],[52],[2.172392332937447],[2.334654033389852]
"Eval-subsets/GiantPiano-MIDIs/Bach, Johann Sebastian, Prelude and Fugue in C-sharp minor, BWV 849, zdD_QygwRuY.mid",0,0,FALSE,TRUE,12,384,[77],[52],[2.2246946323940864],[2.3421200717716255]
"Eval-subsets/GiantPiano-MIDIs/Bach, Johann Sebastian, Prelude and Fugue in C-sharp minor, BWV 873, 0xW-dH0a23s.mid",0,0,FALSE,TRUE,12,384,[80],[52],[2.1379492904935873],[2.374586223795021]
"Eval-subsets/GiantPiano-MIDIs/Bach, Johann Sebastian, Prelude and Fugue in D major, BWV 850, K_85VWhfSRA.mid",0,0,FALSE,TRUE,12,384,[58],[52],[2.200470292585384],[2.302193278095677]
"Eval-subsets/GiantPiano-MIDIs/Bach, Johann Sebastian, Prelude and Fugue in D major, BWV 874, nJZ_DHdG27Q.mid",0,0,FALSE,TRUE,12,384,[83],[52],[2.1661184572482015],[2.323963946115366]
"Eval-subsets/GiantPiano-MIDIs/Bach, Johann Sebastian, Prelude and Fugue in D minor, BWV 851, UNMeJXzIajU.mid",0,0,FALSE,TRUE,12,384,[67],[52],[2.1639321969244802],[2.2805855208429664]
"Eval-subsets/GiantPiano-MIDIs/Bach, Johann Sebastian, Prelude and Fugue in D minor, BWV 875, 0RZ5N6hVYA8.mid",0,0,FALSE,TRUE,12,384,[78],[52],[2.12421047281226],[2.3514627271545985]
"Eval-subsets/GiantPiano-MIDIs/Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 854, 02zSKrRQRjM.mid",0,0,FALSE,TRUE,12,384,[69],[52],[2.0844120192234694],[2.364678839070037]
"Eval-subsets/GiantPiano-MIDIs/Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",0,0,FALSE,TRUE,12,384,[81],[52],[2.1673702791701683],[2.3292192539889705]
"Eval-subsets/GiantPiano-MIDIs/Bach, Johann Sebastian, Prelude and Fugue in E minor, BWV 855, PgKQLV7hfv4.mid",0,0,FALSE,TRUE,12,384,[83],[52],[2.1697577018974448],[2.3794128685243168]
"Eval-subsets/GiantPiano-MIDIs/Bach, Johann Sebastian, Prelude and Fugue in E minor, BWV 879, ldNuMYFVcvE.mid",0,0,FALSE,TRUE,12,384,[75],[52],[2.115159947568404],[2.2852520211693865]
