midi_name,tracks_num,velocity_per_track,onset_per_track,velocity_entropy_per_track,Number of velocity notes,TPQN,medianMetricDepth
./midi_lib/REMMM-CC/MMDD-Genre-Global/Genre_Metadata_Complete/maestro-v3.0.0-Classical-1276MIDIs/2009/MIDI-Unprocessed_16_R2_2009_01_ORIG_MID--AUDIO_16_R2_2009_16_R2_2009_04_WAV.midi,1,[106],[52],[2.1665356109141656],7273,384,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/Genre_Metadata_Complete/maestro-v3.0.0-Classical-1276MIDIs/2009/MIDI-Unprocessed_17_R2_2009_01_ORIG_MID--AUDIO_17_R2_2009_17_R2_2009_03_WAV.midi,1,[106],[52],[2.2209573648457153],1743,384,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/Genre_Metadata_Complete/maestro-v3.0.0-Classical-1276MIDIs/2009/MIDI-Unprocessed_21_R2_2009_01_ORIG_MID--AUDIO_21_R2_2009_21_R2_2009_04_WAV.midi,1,[106],[52],[2.1826533827592773],5527,384,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/Genre_Metadata_Complete/maestro-v3.0.0-Classical-1276MIDIs/2011/MIDI-Unprocessed_03_R3_2011_MID--AUDIO_R3-D1_04_Track04_wav.midi,1,[106],[52],[2.174730196124791],7452,384,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/Genre_Metadata_Complete/maestro-v3.0.0-Classical-1276MIDIs/2011/MIDI-Unprocessed_12_R3_2011_MID--AUDIO_R3-D4_07_Track07_wav.midi,1,[106],[52],[2.1715734188631335],2281,384,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/Genre_Metadata_Complete/maestro-v3.0.0-Classical-1276MIDIs/2011/MIDI-Unprocessed_23_R1_2011_MID--AUDIO_R1-D9_05_Track05_wav.midi,1,[106],[52],[2.1199502608068226],2575,384,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/Genre_Metadata_Complete/maestro-v3.0.0-Classical-1276MIDIs/2013/ORIG-MIDI_01_7_6_13_Group__MID--AUDIO_01_R1_2013_wav--4.midi,1,[106],[52],[2.2103902459164613],6104,384,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/Genre_Metadata_Complete/maestro-v3.0.0-Classical-1276MIDIs/2013/ORIG-MIDI_01_7_6_13_Group__MID--AUDIO_03_R1_2013_wav--2.midi,1,[106],[52],[2.1760690812974204],6630,384,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/Genre_Metadata_Complete/maestro-v3.0.0-Classical-1276MIDIs/2013/ORIG-MIDI_02_7_10_13_Group_MID--AUDIO_12_R3_2013_wav--1.midi,1,[106],[52],[2.160055028576543],7216,384,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/Genre_Metadata_Complete/maestro-v3.0.0-Classical-1276MIDIs/2014/MIDI-UNPROCESSED_04-05_R1_2014_MID--AUDIO_05_R1_2014_wav--7.midi,1,[106],[52],[2.16707618804402],9659,384,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/Genre_Metadata_Complete/maestro-v3.0.0-Classical-1276MIDIs/2014/MIDI-UNPROCESSED_16-18_R1_2014_MID--AUDIO_16_R1_2014_wav--2.midi,1,[106],[52],[2.240641853680258],11586,384,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/Genre_Metadata_Complete/maestro-v3.0.0-Classical-1276MIDIs/2015/MIDI-Unprocessed_R1_D2-21-22_mid--AUDIO-from_mp3_21_R1_2015_wav--5.midi,1,[106],[58],[2.204750510857701],5146,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/Genre_Metadata_Complete/maestro-v3.0.0-Classical-1276MIDIs/2015/MIDI-Unprocessed_R2_D1-2-3-6-7-8-11_mid--AUDIO-from_mp3_08_R2_2015_wav--1.midi,1,[106],[58],[2.1659626825124167],7370,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/Genre_Metadata_Complete/maestro-v3.0.0-Classical-1276MIDIs/2017/MIDI-Unprocessed_045_PIANO045_MID--AUDIO-split_07-06-17_Piano-e_2-01_wav--2.midi,1,[106],[58],[2.2114598732846766],6189,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/Genre_Metadata_Complete/maestro-v3.0.0-Classical-1276MIDIs/2017/MIDI-Unprocessed_051_PIANO051_MID--AUDIO-split_07-06-17_Piano-e_3-02_wav--4.midi,1,[106],[58],[2.1728322753673774],6019,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/Genre_Metadata_Complete/maestro-v3.0.0-Classical-1276MIDIs/2017/MIDI-Unprocessed_079_PIANO079_MID--AUDIO-split_07-09-17_Piano-e_1-04_wav--4.midi,1,[106],[58],[2.1596556201528827],6178,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/Genre_Metadata_Complete/maestro-v3.0.0-Classical-1276MIDIs/2017/MIDI-Unprocessed_083_PIANO083_MID--AUDIO-split_07-09-17_Piano-e_2_-06_wav--3.midi,1,[106],[58],[2.1019680453107386],3066,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/Genre_Metadata_Complete/maestro-v3.0.0-Classical-1276MIDIs/2018/MIDI-Unprocessed_Recital1-3_MID--AUDIO_03_R1_2018_wav--2.midi,1,[106],[52],[2.1732918816030744],13863,384,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/Genre_Metadata_Complete/maestro-v3.0.0-Classical-1276MIDIs/2018/MIDI-Unprocessed_Recital13-15_MID--AUDIO_15_R1_2018_wav--3.midi,1,[106],[52],[2.1505505440133734],12957,384,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/Genre_Metadata_Complete/maestro-v3.0.0-Classical-1276MIDIs/2018/MIDI-Unprocessed_Recital17-19_MID--AUDIO_17_R1_2018_wav--2.midi,1,[106],[52],[2.118713762678686],3821,384,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/Genre_Metadata_Complete/maestro-v3.0.0-Classical-1276MIDIs/2018/MIDI-Unprocessed_Recital17-19_MID--AUDIO_19_R1_2018_wav--5.midi,1,[106],[51],[2.1379749859553168],1787,384,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/Genre_Metadata_Complete/maestro-v3.0.0-Classical-1276MIDIs/2018/MIDI-Unprocessed_Recital9-11_MID--AUDIO_09_R1_2018_wav--1.midi,1,[106],[52],[2.1706246257219934],9786,384,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/Genre_Metadata_Complete/maestro-v3.0.0-Classical-1276MIDIs/2018/MIDI-Unprocessed_Schubert1-3_MID--AUDIO_07_R2_2018_wav.midi,1,[106],[52],[2.226945877654849],18262,384,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/groove/drummer1/eval_session/6_hiphop-groove6_87_beat_4-4.mid,1,[106],[43],[1.831737051696491],364,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/groove/drummer1/session2/4_jazz_120_beat_3-4.mid,1,[106],[52],[2.1550541490699144],1008,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/groove/drummer1/session3/11_afrobeat_94_beat_4-4.mid,1,[106],[55],[2.1064834462948663],2504,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/groove/drummer4/session1/1_rock_87_beat_4-4.mid,1,[106],[41],[2.265229368116638],420,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/groove/drummer7/session3/1_rock_60_beat_4-4.mid,1,[106],[43],[1.8529452455220665],472,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/groove/drummer8/session1/4_hiphop_90_beat_4-4.mid,1,[106],[48],[2.188495745254379],1054,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/groove/drummer9/session1/5_rock_100_beat_4-4.mid,1,[106],[54],[2.022525095454242],548,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/Genre_Metadata_Complete/maestro-v3.0.0-Classical-1276MIDIs/2004/MIDI-Unprocessed_SMF_07_R1_2004_01_ORIG_MID--AUDIO_07_R1_2004_04_Track04_wav.midi,1,[107],[58],[2.1712186343776203],6106,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/Genre_Metadata_Complete/maestro-v3.0.0-Classical-1276MIDIs/2004/MIDI-Unprocessed_SMF_12_01_2004_01-05_ORIG_MID--AUDIO_12_R1_2004_09_Track09_wav.midi,1,[107],[58],[2.232794107738193],3006,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/Genre_Metadata_Complete/maestro-v3.0.0-Classical-1276MIDIs/2004/MIDI-Unprocessed_XP_01_R1_2004_03_ORIG_MID--AUDIO_01_R1_2004_04_Track04_wav.midi,1,[107],[58],[2.260959315881318],19689,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/Genre_Metadata_Complete/maestro-v3.0.0-Classical-1276MIDIs/2004/MIDI-Unprocessed_XP_04_R1_2004_03-05_ORIG_MID--AUDIO_04_R1_2004_05_Track05_wav.midi,1,[107],[58],[2.1774122460868672],3678,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/Genre_Metadata_Complete/maestro-v3.0.0-Classical-1276MIDIs/2004/MIDI-Unprocessed_XP_11_R1_2004_01-02_ORIG_MID--AUDIO_11_R1_2004_02_Track02_wav.midi,1,[107],[58],[2.1796109332042493],11310,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/Genre_Metadata_Complete/maestro-v3.0.0-Classical-1276MIDIs/2004/MIDI-Unprocessed_XP_11_R1_2004_03-04_ORIG_MID--AUDIO_11_R1_2004_03_Track03_wav.midi,1,[107],[58],[2.197841987772765],3757,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/Genre_Metadata_Complete/maestro-v3.0.0-Classical-1276MIDIs/2004/MIDI-Unprocessed_XP_15_R1_2004_01-02_ORIG_MID--AUDIO_15_R1_2004_02_Track02_wav.midi,1,[107],[58],[2.2088546700415113],18632,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/Genre_Metadata_Complete/maestro-v3.0.0-Classical-1276MIDIs/2006/MIDI-Unprocessed_01_R1_2006_01-09_ORIG_MID--AUDIO_01_R1_2006_04_Track04_wav.midi,1,[107],[52],[2.1420879482791224],3648,384,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/Genre_Metadata_Complete/maestro-v3.0.0-Classical-1276MIDIs/2006/MIDI-Unprocessed_09_R2_2006_01_ORIG_MID--AUDIO_09_R2_2006_03_Track03_wav.midi,1,[107],[52],[2.1827472017973606],9079,384,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/Genre_Metadata_Complete/maestro-v3.0.0-Classical-1276MIDIs/2006/MIDI-Unprocessed_14_R1_2006_01-05_ORIG_MID--AUDIO_14_R1_2006_04_Track04_wav.midi,1,[107],[52],[2.180177899095827],4541,384,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/Genre_Metadata_Complete/maestro-v3.0.0-Classical-1276MIDIs/2006/MIDI-Unprocessed_19_R1_2006_01-07_ORIG_MID--AUDIO_19_R1_2006_04_Track04_wav.midi,1,[107],[52],[2.1198985904469834],5392,384,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/Genre_Metadata_Complete/maestro-v3.0.0-Classical-1276MIDIs/2006/MIDI-Unprocessed_20_R1_2006_01-04_ORIG_MID--AUDIO_20_R1_2006_04_Track04_wav.midi,1,[107],[52],[2.2135765588086005],13058,384,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/Genre_Metadata_Complete/maestro-v3.0.0-Classical-1276MIDIs/2006/MIDI-Unprocessed_21_R1_2006_01-04_ORIG_MID--AUDIO_21_R1_2006_02_Track02_wav.midi,1,[107],[52],[2.1894734584745135],10017,384,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/Genre_Metadata_Complete/maestro-v3.0.0-Classical-1276MIDIs/2008/MIDI-Unprocessed_08_R2_2008_01-04_ORIG_MID--AUDIO_08_R2_2008_wav--4.midi,1,[107],[52],[2.197718319164168],4738,384,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/Genre_Metadata_Complete/maestro-v3.0.0-Classical-1276MIDIs/2008/MIDI-Unprocessed_09_R2_2008_01-05_ORIG_MID--AUDIO_09_R2_2008_wav--3.midi,1,[107],[52],[2.200765852628633],4651,384,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/Genre_Metadata_Complete/maestro-v3.0.0-Classical-1276MIDIs/2008/MIDI-Unprocessed_12_R3_2008_01-04_ORIG_MID--AUDIO_12_R3_2008_wav--2.midi,1,[107],[52],[2.131420549437557],5963,384,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/Genre_Metadata_Complete/maestro-v3.0.0-Classical-1276MIDIs/2009/MIDI-Unprocessed_07_R1_2009_01-03_ORIG_MID--AUDIO_07_R1_2009_07_R1_2009_02_WAV.midi,1,[107],[52],[2.2345089576799415],12300,384,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/Genre_Metadata_Complete/maestro-v3.0.0-Classical-1276MIDIs/2009/MIDI-Unprocessed_12_R1_2009_03-05_ORIG_MID--AUDIO_12_R1_2009_12_R1_2009_05_WAV.midi,1,[107],[52],[2.1286358477195124],7539,384,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/Genre_Metadata_Complete/maestro-v3.0.0-Classical-1276MIDIs/2009/MIDI-Unprocessed_12_R2_2009_01_ORIG_MID--AUDIO_12_R2_2009_12_R2_2009_04_WAV.midi,1,[107],[52],[2.157468065046734],7230,384,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/Genre_Metadata_Complete/maestro-v3.0.0-Classical-1276MIDIs/2009/MIDI-Unprocessed_16_R1_2009_01-02_ORIG_MID--AUDIO_16_R1_2009_16_R1_2009_01_WAV.midi,1,[107],[52],[2.2161095422462194],12299,384,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/Genre_Metadata_Complete/maestro-v3.0.0-Classical-1276MIDIs/2009/MIDI-Unprocessed_17_R2_2009_01_ORIG_MID--AUDIO_17_R2_2009_17_R2_2009_02_WAV.midi,1,[107],[52],[2.174600685813537],2830,384,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/Genre_Metadata_Complete/maestro-v3.0.0-Classical-1276MIDIs/2011/MIDI-Unprocessed_06_R1_2011_MID--AUDIO_R1-D2_17_Track17_wav.midi,1,[107],[52],[2.160951624077629],9734,384,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/Genre_Metadata_Complete/maestro-v3.0.0-Classical-1276MIDIs/2011/MIDI-Unprocessed_12_R3_2011_MID--AUDIO_R3-D4_03_Track03_wav.midi,1,[107],[52],[2.1615555796674664],7150,384,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/Genre_Metadata_Complete/maestro-v3.0.0-Classical-1276MIDIs/2011/MIDI-Unprocessed_15_R1_2011_MID--AUDIO_R1-D6_08_Track08_wav.midi,1,[107],[52],[2.1936285397012214],2826,384,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/Genre_Metadata_Complete/maestro-v3.0.0-Classical-1276MIDIs/2011/MIDI-Unprocessed_17_R1_2011_MID--AUDIO_R1-D7_04_Track04_wav.midi,1,[107],[52],[2.132828977350725],3255,384,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/Genre_Metadata_Complete/maestro-v3.0.0-Classical-1276MIDIs/2011/MIDI-Unprocessed_23_R1_2011_MID--AUDIO_R1-D9_04_Track04_wav.midi,1,[107],[52],[2.1230056919389373],5995,384,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/Genre_Metadata_Complete/maestro-v3.0.0-Classical-1276MIDIs/2013/ORIG-MIDI_01_7_10_13_Group_MID--AUDIO_08_R3_2013_wav--3.midi,1,[107],[52],[2.188709962365187],5169,384,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/Genre_Metadata_Complete/maestro-v3.0.0-Classical-1276MIDIs/2013/ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_05_R1_2013_wav--2.midi,1,[107],[52],[2.1293915873155713],6632,384,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/Genre_Metadata_Complete/maestro-v3.0.0-Classical-1276MIDIs/2013/ORIG-MIDI_03_7_10_13_Group_MID--AUDIO_15_R3_2013_wav--1.midi,1,[107],[52],[2.1788322212545954],7319,384,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/Genre_Metadata_Complete/maestro-v3.0.0-Classical-1276MIDIs/2013/ORIG-MIDI_03_7_10_13_Group_MID--AUDIO_18_R3_2013_wav--2.midi,1,[107],[52],[2.160677845064691],7006,384,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/Genre_Metadata_Complete/maestro-v3.0.0-Classical-1276MIDIs/2013/ORIG-MIDI_03_7_6_13_Group__MID--AUDIO_09_R1_2013_wav--2.midi,1,[107],[52],[2.201088865056209],4231,384,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/Genre_Metadata_Complete/maestro-v3.0.0-Classical-1276MIDIs/2014/MIDI-UNPROCESSED_04-07-08-10-12-15-17_R2_2014_MID--AUDIO_04_R2_2014_wav.midi,1,[107],[52],[2.186078360371935],18876,384,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/Genre_Metadata_Complete/maestro-v3.0.0-Classical-1276MIDIs/2014/MIDI-UNPROCESSED_04-07-08-10-12-15-17_R2_2014_MID--AUDIO_10_R2_2014_wav.midi,1,[107],[52],[2.2011614835706474],20559,384,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/Genre_Metadata_Complete/maestro-v3.0.0-Classical-1276MIDIs/2014/MIDI-UNPROCESSED_04-07-08-10-12-15-17_R2_2014_MID--AUDIO_12_R2_2014_wav.midi,1,[107],[52],[2.1965559604736695],21521,384,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/Genre_Metadata_Complete/maestro-v3.0.0-Classical-1276MIDIs/2014/MIDI-UNPROCESSED_09-10_R1_2014_MID--AUDIO_10_R1_2014_wav--3.midi,1,[107],[52],[2.171937070580197],14034,384,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/Genre_Metadata_Complete/maestro-v3.0.0-Classical-1276MIDIs/2014/MIDI-UNPROCESSED_16-18_R1_2014_MID--AUDIO_18_R1_2014_wav--4.midi,1,[107],[52],[2.177492495891868],3364,384,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/Genre_Metadata_Complete/maestro-v3.0.0-Classical-1276MIDIs/2015/MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_02_R1_2015_wav--3.midi,1,[107],[58],[2.1728546859181606],4788,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/Genre_Metadata_Complete/maestro-v3.0.0-Classical-1276MIDIs/2015/MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_14_R1_2015_wav--4.midi,1,[107],[58],[2.047892855973535],2594,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/Genre_Metadata_Complete/maestro-v3.0.0-Classical-1276MIDIs/2015/MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_15_R1_2015_wav--4.midi,1,[107],[58],[2.1492219357614917],3601,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/Genre_Metadata_Complete/maestro-v3.0.0-Classical-1276MIDIs/2015/MIDI-Unprocessed_R1_D2-21-22_mid--AUDIO-from_mp3_22_R1_2015_wav--5.midi,1,[107],[58],[2.2201254605250256],4412,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/Genre_Metadata_Complete/maestro-v3.0.0-Classical-1276MIDIs/2017/MIDI-Unprocessed_047_PIANO047_MID--AUDIO-split_07-06-17_Piano-e_2-04_wav--2.midi,1,[107],[58],[2.121414141413318],3972,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/Genre_Metadata_Complete/maestro-v3.0.0-Classical-1276MIDIs/2017/MIDI-Unprocessed_062_PIANO062_MID--AUDIO-split_07-07-17_Piano-e_2-07_wav--4.midi,1,[107],[58],[2.1817950841249214],5982,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/Genre_Metadata_Complete/maestro-v3.0.0-Classical-1276MIDIs/2017/MIDI-Unprocessed_074_PIANO074_MID--AUDIO-split_07-08-17_Piano-e_2-04_wav--1.midi,1,[107],[58],[2.1948651782413218],7657,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/Genre_Metadata_Complete/maestro-v3.0.0-Classical-1276MIDIs/2017/MIDI-Unprocessed_083_PIANO083_MID--AUDIO-split_07-09-17_Piano-e_2_-06_wav--4.midi,1,[107],[58],[2.134289915784135],7036,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/Genre_Metadata_Complete/maestro-v3.0.0-Classical-1276MIDIs/2018/MIDI-Unprocessed_Chamber3_MID--AUDIO_10_R3_2018_wav--1.midi,1,[107],[52],[2.1454578755155906],4197,384,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/Genre_Metadata_Complete/maestro-v3.0.0-Classical-1276MIDIs/2018/MIDI-Unprocessed_Recital13-15_MID--AUDIO_13_R1_2018_wav--3.midi,1,[107],[52],[2.178676260167157],13062,384,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/Genre_Metadata_Complete/maestro-v3.0.0-Classical-1276MIDIs/2018/MIDI-Unprocessed_Schubert1-3_MID--AUDIO_02_R2_2018_wav.midi,1,[107],[52],[2.183953852488833],18352,384,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/Genre_Metadata_Complete/maestro-v3.0.0-Classical-1276MIDIs/2018/MIDI-Unprocessed_Schubert7-9_MID--AUDIO_16_R2_2018_wav.midi,1,[107],[52],[2.2090766631509196],16690,384,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/groove/drummer1/session1/75_jazz_125_beat_4-4.mid,1,[107],[50],[2.1410022144108627],486,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/groove/drummer5/session2/7_neworleans-secondline_124_beat_4-4.mid,1,[107],[56],[2.1757068851871146],1530,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/groove/drummer6/session3/3_rock_100_beat_4-4.mid,1,[107],[57],[2.5241881370082564],1268,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/groove/drummer7/session2/26_rock_118_beat_4-4.mid,1,[107],[37],[2.290907599914188],381,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/Genre_Metadata_Complete/maestro-v3.0.0-Classical-1276MIDIs/2004/MIDI-Unprocessed_SMF_12_01_2004_01-05_ORIG_MID--AUDIO_12_R1_2004_10_Track10_wav.midi,1,[108],[58],[2.1965421489683763],9939,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/Genre_Metadata_Complete/maestro-v3.0.0-Classical-1276MIDIs/2004/MIDI-Unprocessed_SMF_16_R1_2004_01-08_ORIG_MID--AUDIO_16_R1_2004_08_Track08_wav.midi,1,[108],[58],[2.2145259044905856],11750,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/Genre_Metadata_Complete/maestro-v3.0.0-Classical-1276MIDIs/2004/MIDI-Unprocessed_XP_06_R1_2004_02-03_ORIG_MID--AUDIO_06_R1_2004_05_Track05_wav.midi,1,[108],[58],[2.1827096616232033],11856,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/Genre_Metadata_Complete/maestro-v3.0.0-Classical-1276MIDIs/2006/MIDI-Unprocessed_02_R1_2006_01-04_ORIG_MID--AUDIO_02_R1_2006_02_Track02_wav.midi,1,[108],[52],[2.1974906735043596],8521,384,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/Genre_Metadata_Complete/maestro-v3.0.0-Classical-1276MIDIs/2006/MIDI-Unprocessed_11_R1_2006_01-06_ORIG_MID--AUDIO_11_R1_2006_02_Track02_wav.midi,1,[108],[52],[2.20092263274651],7932,384,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/Genre_Metadata_Complete/maestro-v3.0.0-Classical-1276MIDIs/2006/MIDI-Unprocessed_16_R2_2006_01_ORIG_MID--AUDIO_16_R2_2006_01_Track01_wav.midi,1,[108],[52],[2.198599492789927],7582,384,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/Genre_Metadata_Complete/maestro-v3.0.0-Classical-1276MIDIs/2006/MIDI-Unprocessed_21_R1_2006_01-04_ORIG_MID--AUDIO_21_R1_2006_01_Track01_wav.midi,1,[108],[52],[2.154970883089235],6161,384,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/Genre_Metadata_Complete/maestro-v3.0.0-Classical-1276MIDIs/2008/MIDI-Unprocessed_01_R1_2008_01-04_ORIG_MID--AUDIO_01_R1_2008_wav--3.midi,1,[108],[51],[2.260905087932787],1904,384,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/Genre_Metadata_Complete/maestro-v3.0.0-Classical-1276MIDIs/2008/MIDI-Unprocessed_04_R2_2008_01-04_ORIG_MID--AUDIO_04_R2_2008_wav--3.midi,1,[108],[52],[2.2155354574136696],4282,384,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/Genre_Metadata_Complete/maestro-v3.0.0-Classical-1276MIDIs/2008/MIDI-Unprocessed_05_R1_2008_01-04_ORIG_MID--AUDIO_05_R1_2008_wav--4.midi,1,[108],[52],[2.198356368151127],3944,384,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/Genre_Metadata_Complete/maestro-v3.0.0-Classical-1276MIDIs/2008/MIDI-Unprocessed_07_R3_2008_01-05_ORIG_MID--AUDIO_07_R3_2008_wav--3.midi,1,[108],[52],[2.17324585774242],1564,384,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/Genre_Metadata_Complete/maestro-v3.0.0-Classical-1276MIDIs/2008/MIDI-Unprocessed_09_R3_2008_01-07_ORIG_MID--AUDIO_09_R3_2008_wav--7.midi,1,[108],[52],[2.1694317557306633],5589,384,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/Genre_Metadata_Complete/maestro-v3.0.0-Classical-1276MIDIs/2008/MIDI-Unprocessed_10_R1_2008_01-04_ORIG_MID--AUDIO_10_R1_2008_wav--4.midi,1,[108],[52],[2.1422194591213515],4133,384,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/Genre_Metadata_Complete/maestro-v3.0.0-Classical-1276MIDIs/2008/MIDI-Unprocessed_10_R3_2008_01-05_ORIG_MID--AUDIO_10_R3_2008_wav--5.midi,1,[108],[52],[2.147986695974234],9444,384,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/Genre_Metadata_Complete/maestro-v3.0.0-Classical-1276MIDIs/2008/MIDI-Unprocessed_12_R3_2008_01-04_ORIG_MID--AUDIO_12_R3_2008_wav--1.midi,1,[108],[52],[2.1708775879925186],7185,384,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/Genre_Metadata_Complete/maestro-v3.0.0-Classical-1276MIDIs/2009/MIDI-Unprocessed_02_R1_2009_03-06_ORIG_MID--AUDIO_02_R1_2009_02_R1_2009_05_WAV.midi,1,[108],[52],[2.1206641478953037],2828,384,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/Genre_Metadata_Complete/maestro-v3.0.0-Classical-1276MIDIs/2009/MIDI-Unprocessed_07_R1_2009_01-03_ORIG_MID--AUDIO_07_R1_2009_07_R1_2009_03_WAV.midi,1,[108],[52],[2.2030101864910394],6392,384,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/Genre_Metadata_Complete/maestro-v3.0.0-Classical-1276MIDIs/2009/MIDI-Unprocessed_15_R1_2009_03-06_ORIG_MID--AUDIO_15_R1_2009_15_R1_2009_03_WAV.midi,1,[108],[52],[2.217513048392927],7270,384,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/Genre_Metadata_Complete/maestro-v3.0.0-Classical-1276MIDIs/2009/MIDI-Unprocessed_17_R1_2009_01-03_ORIG_MID--AUDIO_17_R1_2009_17_R1_2009_01_WAV.midi,1,[108],[52],[2.2332927529888975],5752,384,12
