,filepath,trackNum,instrument,isDrum,hasTimeSignatures,medianMetricDepth,tpq,velocity_per_track,onset_per_track,velocity_entropy_per_track,onset_entropy_per_track,DNVR,DNODR
100,"Eval-subsets/ATEPP-1/Franz_Liszt/Années_de_pèlerinage,_2nd_Year,_S._162_""Italy_Supplement""/No._3._Tarantella/Liszt_-_Tarantella_Annes_de_plerinage_II_Venezia_e_Napoli.mxl.midi",3,0,False,True,12,1024,21,15,2.54468900683019,2.64149236516235,16.535433070866144,1.46484375
101,"Eval-subsets/ATEPP-1/Franz_Liszt/Mephisto_Waltz_No._1,_S.514/musicxml_cleaned.musicxml.midi",0,0,False,True,2,1024,104,15,3.00179847337433,2.59416974697712,81.88976377952756,1.46484375
102,"Eval-subsets/ATEPP-1/Franz_Liszt/Mephisto_Waltz_No._1,_S.514/musicxml_cleaned.musicxml.midi",1,0,False,True,2,1024,94,15,3.00845017949016,2.67427052009935,74.01574803149606,1.46484375
103,"Eval-subsets/ATEPP-1/Franz_Liszt/Piano_Sonata_in_B_Minor,_S._178/Sonata_in_B_Minor_S._178.mxl.midi",0,0,False,True,12,1024,57,13,2.71637293158617,2.4511878956207,44.881889763779526,1.26953125
104,"Eval-subsets/ATEPP-1/Franz_Liszt/Piano_Sonata_in_B_Minor,_S._178/Sonata_in_B_Minor_S._178.mxl.midi",1,0,False,True,12,1024,38,15,2.58951024697076,2.4353519138206,29.92125984251969,1.46484375
105,"Eval-subsets/ATEPP-1/Franz_Schubert/4_Impromptus_Op.142,_D.935/No.1_in_F_minor:_Allegro_moderato/musicxml_cleaned.musicxml.midi",0,0,False,True,2,1024,9,3,2.40042448975418,1.68060622524639,7.086614173228346,0.29296875
106,"Eval-subsets/ATEPP-1/Franz_Schubert/4_Impromptus_Op.142,_D.935/No.1_in_F_minor:_Allegro_moderato/musicxml_cleaned.musicxml.midi",1,0,False,True,0,1024,5,3,2.46816174081342,1.75505146901306,3.937007874015748,0.29296875
107,"Eval-subsets/ATEPP-1/Franz_Schubert/4_Impromptus_Op.142,_D.935/No.3_in_B_flat:_Theme_(Andante)_with_Variations/musicxml_cleaned.musicxml.midi",0,0,False,True,8,480,31,7,2.87233596382414,2.37961363097075,24.409448818897637,1.4583333333333333
108,"Eval-subsets/ATEPP-1/Franz_Schubert/4_Impromptus_Op.142,_D.935/No.3_in_B_flat:_Theme_(Andante)_with_Variations/musicxml_cleaned.musicxml.midi",1,0,False,True,4,480,28,9,2.74538463597459,1.99112882145564,22.04724409448819,1.875
109,"Eval-subsets/ATEPP-1/Franz_Schubert/4_Impromptus_Op.142,_D.935/No.4_in_F_minor:_Allegro_scherzando/Impromptu_op._142_d._935_no._4_in_F_Minor_-_Franz_Schubert.mxl.midi",0,0,False,True,12,1024,3,3,2.69530589568735,2.52259299970858,2.3622047244094486,0.29296875
110,"Eval-subsets/ATEPP-1/Franz_Schubert/4_Impromptus_Op.142,_D.935/No.4_in_F_minor:_Allegro_scherzando/Impromptu_op._142_d._935_no._4_in_F_Minor_-_Franz_Schubert.mxl.midi",1,0,False,True,2,1024,7,15,2.5976467429873,2.50188497930521,5.511811023622047,1.46484375
111,"Eval-subsets/ATEPP-1/Franz_Schubert/4_Impromptus,_Op._90,_D._899/1._Allegro_molto_moderato/musicxml_cleaned.musicxml.midi",0,0,False,True,0,1024,8,3,2.28212961234506,2.04258286920016,6.299212598425196,0.29296875
112,"Eval-subsets/ATEPP-1/Franz_Schubert/4_Impromptus,_Op._90,_D._899/1._Allegro_molto_moderato/musicxml_cleaned.musicxml.midi",1,0,False,True,0,1024,7,3,2.30829281697837,2.21201284024458,5.511811023622047,0.29296875
113,"Eval-subsets/ATEPP-1/Franz_Schubert/4_Impromptus,_Op._90,_D._899/2._Allegro/musicxml_cleaned.musicxml.midi",0,0,False,True,12,1024,6,3,2.04866119955622,1.47062635861546,4.724409448818897,0.29296875
114,"Eval-subsets/ATEPP-1/Franz_Schubert/4_Impromptus,_Op._90,_D._899/2._Allegro/musicxml_cleaned.musicxml.midi",1,0,False,True,0,1024,4,3,2.12320243640244,1.49848627104536,3.149606299212598,0.29296875
115,"Eval-subsets/ATEPP-1/Franz_Schubert/4_Impromptus,_Op._90,_D._899/3._Andante/musicxml_cleaned.musicxml.midi",0,0,False,True,12,1024,80,3,2.86254938721376,1.5362101516878,62.99212598425197,0.29296875
116,"Eval-subsets/ATEPP-1/Franz_Schubert/4_Impromptus,_Op._90,_D._899/3._Andante/musicxml_cleaned.musicxml.midi",1,0,False,True,0,1024,65,3,2.91637168921794,1.59678628148567,51.181102362204726,0.29296875
117,"Eval-subsets/ATEPP-1/Franz_Schubert/4_Impromptus,_Op._90,_D._899/4._Allegretto/musicxml_cleaned.musicxml.midi",0,0,False,True,2,1024,8,1,2.17163407401176,1.37259630806462,6.299212598425196,0.09765625
118,"Eval-subsets/ATEPP-1/Franz_Schubert/4_Impromptus,_Op._90,_D._899/4._Allegretto/musicxml_cleaned.musicxml.midi",1,0,False,True,0,1024,10,3,2.19855971890245,1.37259630806462,7.874015748031496,0.29296875
119,"Eval-subsets/ATEPP-1/Franz_Schubert/6_Moments_musicaux,_Op.94_D.780/No.1_in_C_(Moderato)/musicxml_cleaned.musicxml.midi",0,0,False,True,0,1024,8,3,2.15803371660833,1.73108116783927,6.299212598425196,0.29296875
120,"Eval-subsets/ATEPP-1/Franz_Schubert/6_Moments_musicaux,_Op.94_D.780/No.1_in_C_(Moderato)/musicxml_cleaned.musicxml.midi",1,0,False,True,2,1024,3,3,2.19695171114809,1.64923892610795,2.3622047244094486,0.29296875
121,"Eval-subsets/ATEPP-1/Franz_Schubert/6_Moments_musicaux,_Op.94_D.780/No.3_in_F_minor_(Allegro_moderato)/musicxml_cleaned.musicxml.midi",0,0,False,True,0,1024,10,1,2.54051217741109,0.0,7.874015748031496,0.09765625
122,"Eval-subsets/ATEPP-1/Franz_Schubert/6_Moments_musicaux,_Op.94_D.780/No.3_in_F_minor_(Allegro_moderato)/musicxml_cleaned.musicxml.midi",1,0,False,True,2,1024,2,1,2.54222056197843,0.0,1.574803149606299,0.09765625
123,"Eval-subsets/ATEPP-1/Franz_Schubert/6_Moments_musicaux,_Op.94_D.780/No.4_in_C_sharp_minor_(Moderato)/Moment_Musical_op._94_d._780_no._4_in_C-sharp_Minor_-_Franz_Schubert.mxl.midi",0,0,False,True,2,1024,11,1,2.35536535629661,0.0,8.661417322834646,0.09765625
124,"Eval-subsets/ATEPP-1/Franz_Schubert/6_Moments_musicaux,_Op.94_D.780/No.4_in_C_sharp_minor_(Moderato)/Moment_Musical_op._94_d._780_no._4_in_C-sharp_Minor_-_Franz_Schubert.mxl.midi",1,0,False,True,0,1024,3,1,2.3464824859933,0.0,2.3622047244094486,0.09765625
125,"Eval-subsets/ATEPP-1/Franz_Schubert/Piano_Sonata_in_C,_D.840/1._Moderato/Piano_Sonata_in_C_major_D_840_Relique_I._Moderato.mxl.midi",0,0,False,True,0,1024,11,3,2.4445504471984,2.30282719431299,8.661417322834646,0.29296875
126,"Eval-subsets/ATEPP-1/Franz_Schubert/Piano_Sonata_in_C,_D.840/1._Moderato/Piano_Sonata_in_C_major_D_840_Relique_I._Moderato.mxl.midi",1,0,False,True,0,1024,8,3,2.4664747473155,2.28072055066911,6.299212598425196,0.29296875
127,"Eval-subsets/ATEPP-1/Franz_Schubert/Piano_Sonata_No._20_in_A_Major,_D._959/2._Andantino/Schubert_Sonata_D959_Andantino.mxl.midi",0,0,False,True,2,1024,45,1,3.08733027111959,0.0,35.43307086614173,0.09765625
128,"Eval-subsets/ATEPP-1/Franz_Schubert/Piano_Sonata_No._20_in_A_Major,_D._959/2._Andantino/Schubert_Sonata_D959_Andantino.mxl.midi",1,0,False,True,2,1024,39,1,2.75739025986157,0.0,30.708661417322837,0.09765625
129,"Eval-subsets/ATEPP-1/Franz_Schubert/Piano_Sonata_No._20_in_A_Major,_D._959/3._Scherzo_(Allegro_vivace)/Sonata_No_20_D959_3.Scherzo.mxl.midi",0,0,False,True,0,1024,2,1,1.81036529922678,1.70474809223843,1.574803149606299,0.09765625
130,"Eval-subsets/ATEPP-1/Franz_Schubert/Piano_Sonata_No._20_in_A_Major,_D._959/3._Scherzo_(Allegro_vivace)/Sonata_No_20_D959_3.Scherzo.mxl.midi",1,0,False,True,0,1024,7,3,1.79175946922806,1.70474809223843,5.511811023622047,0.29296875
131,"Eval-subsets/ATEPP-1/Franz_Schubert/Piano_Sonata_No.13_in_A,_D.664/1._Allegro_moderato/Schubert_-_Sonata_in_A_Op.120_D.664_Movement_I.mxl.midi",0,0,False,True,0,1024,14,3,2.22167652579428,2.07038830240259,11.023622047244094,0.29296875
132,"Eval-subsets/ATEPP-1/Franz_Schubert/Piano_Sonata_No.13_in_A,_D.664/1._Allegro_moderato/Schubert_-_Sonata_in_A_Op.120_D.664_Movement_I.mxl.midi",1,0,False,True,0,1024,8,3,2.22751433489193,2.02734191569326,6.299212598425196,0.29296875
133,"Eval-subsets/ATEPP-1/Franz_Schubert/Piano_Sonata_No.13_in_A,_D.664/2._Andante/musicxml_cleaned.musicxml.midi",0,0,False,True,0,1024,8,3,2.35168269777247,2.23183323896462,6.299212598425196,0.29296875
134,"Eval-subsets/ATEPP-1/Franz_Schubert/Piano_Sonata_No.13_in_A,_D.664/2._Andante/musicxml_cleaned.musicxml.midi",1,0,False,True,2,1024,7,3,2.36217154488188,2.16423993002798,5.511811023622047,0.29296875
135,"Eval-subsets/ATEPP-1/Franz_Schubert/Piano_Sonata_No.13_in_A,_D.664/3._Allegro/musicxml_cleaned.musicxml.midi",0,0,False,True,2,480,11,2,2.59814858507395,1.8455432821914,8.661417322834646,0.4166666666666667
136,"Eval-subsets/ATEPP-1/Franz_Schubert/Piano_Sonata_No.13_in_A,_D.664/3._Allegro/musicxml_cleaned.musicxml.midi",1,0,False,True,2,480,15,3,2.50878950157208,1.75453172392679,11.811023622047244,0.625
137,"Eval-subsets/ATEPP-1/Franz_Schubert/Piano_Sonata_No.17_in_D,_D.850/1._Allegro_vivace/Schubert_-_Piano_Sonata_No._17_in_D_Major_Op._53_1st_Movement.mxl.midi",0,0,False,True,2,1024,6,3,1.91805592444862,1.31871969477235,4.724409448818897,0.29296875
138,"Eval-subsets/ATEPP-1/Franz_Schubert/Piano_Sonata_No.17_in_D,_D.850/1._Allegro_vivace/Schubert_-_Piano_Sonata_No._17_in_D_Major_Op._53_1st_Movement.mxl.midi",1,0,False,True,0,1024,4,3,2.13894417272674,1.35909542088712,3.149606299212598,0.29296875
139,"Eval-subsets/ATEPP-1/Franz_Schubert/Piano_Sonata_No.17_in_D,_D.850/3._Scherzo_(Allegro_vivace)/Schubert_-_Piano_Sonata_No._17_in_D_Major_Op._53_3rd_Movement.mxl.midi",0,0,False,True,2,1024,13,3,2.01869910540685,1.70474809223843,10.236220472440944,0.29296875
140,"Eval-subsets/ATEPP-1/Franz_Schubert/Piano_Sonata_No.17_in_D,_D.850/3._Scherzo_(Allegro_vivace)/Schubert_-_Piano_Sonata_No._17_in_D_Major_Op._53_3rd_Movement.mxl.midi",1,0,False,True,0,1024,3,3,2.05948409079153,1.70474809223843,2.3622047244094486,0.29296875
141,"Eval-subsets/ATEPP-1/Franz_Schubert/Piano_Sonata_No.18_in_G,_D.894/1._Molto_moderato_e_cantabile/musicxml_cleaned.musicxml.midi",0,0,False,True,2,1024,10,1,2.49183743773353,1.70474809223843,7.874015748031496,0.09765625
142,"Eval-subsets/ATEPP-1/Franz_Schubert/Piano_Sonata_No.18_in_G,_D.894/1._Molto_moderato_e_cantabile/musicxml_cleaned.musicxml.midi",1,0,False,True,2,1024,17,3,2.51723550575088,1.70474809223843,13.385826771653544,0.29296875
143,"Eval-subsets/ATEPP-1/Franz_Schubert/Piano_Sonata_No.18_in_G,_D.894/2._Andante/musicxml_cleaned.musicxml.midi",0,0,False,True,4,1024,8,1,2.54737210547022,1.47080847632211,6.299212598425196,0.09765625
144,"Eval-subsets/ATEPP-1/Franz_Schubert/Piano_Sonata_No.18_in_G,_D.894/2._Andante/musicxml_cleaned.musicxml.midi",1,0,False,True,4,1024,15,3,2.5354398613216,1.47080847632211,11.811023622047244,0.29296875
145,"Eval-subsets/ATEPP-1/Franz_Schubert/Piano_Sonata_No.18_in_G,_D.894/3._Menuetto_(Allegro_moderato)/musicxml_cleaned.musicxml.midi",0,0,False,True,0,1024,11,1,2.61717077659849,0.0,8.661417322834646,0.09765625
146,"Eval-subsets/ATEPP-1/Franz_Schubert/Piano_Sonata_No.18_in_G,_D.894/3._Menuetto_(Allegro_moderato)/musicxml_cleaned.musicxml.midi",1,0,False,True,0,1024,11,1,2.65835011513697,0.0,8.661417322834646,0.09765625
147,"Eval-subsets/ATEPP-1/Franz_Schubert/Piano_Sonata_No.18_in_G,_D.894/4._Allegretto/musicxml_cleaned.musicxml.midi",0,0,False,True,0,1024,9,1,2.29913284115252,2.19169896222203,7.086614173228346,0.09765625
148,"Eval-subsets/ATEPP-1/Franz_Schubert/Piano_Sonata_No.18_in_G,_D.894/4._Allegretto/musicxml_cleaned.musicxml.midi",1,0,False,True,0,1024,8,7,2.27912751433852,2.19169896222203,6.299212598425196,0.68359375
149,"Eval-subsets/ATEPP-1/Johann_Sebastian_Bach/Chromatic_Fantasia_and_Fugue_in_D_Minor,_BWV_903/Bach_-_Chromatic_Fantasia_and_Fugue_in_D_Minor._BWV_903._Professional_production_score..mxl.midi",0,6,False,True,2,1024,2,3,1.79175946922806,1.38758184146735,1.574803149606299,0.29296875
150,"Eval-subsets/ATEPP-1/Johann_Sebastian_Bach/Chromatic_Fantasia_and_Fugue_in_D_Minor,_BWV_903/Bach_-_Chromatic_Fantasia_and_Fugue_in_D_Minor._BWV_903._Professional_production_score..mxl.midi",1,6,False,True,2,1024,1,3,1.79175946922806,1.42001964212419,0.7874015748031495,0.29296875
151,"Eval-subsets/ATEPP-1/Johann_Sebastian_Bach/Das_Wohltemperierte_Klavier_Book2/Book_2,_BWV_870-893:_Fugue_in_A_major_BWV_888/musicxml_cleaned.musicxml.midi",0,0,False,True,2,1024,1,1,0.0,0.0,0.7874015748031495,0.09765625
152,"Eval-subsets/ATEPP-1/Johann_Sebastian_Bach/Das_Wohltemperierte_Klavier_Book2/Book_2,_BWV_870-893:_Fugue_in_A_major_BWV_888/musicxml_cleaned.musicxml.midi",1,0,False,True,2,1024,1,1,0.0,0.0,0.7874015748031495,0.09765625
153,"Eval-subsets/ATEPP-1/Johann_Sebastian_Bach/Das_Wohltemperierte_Klavier_Book2/Book_2,_BWV_870-893:_Fugue_in_A_minor_BWV_889/musicxml_cleaned.musicxml.midi",0,0,False,True,2,1024,2,1,2.36364287896956,0.0,1.574803149606299,0.09765625
154,"Eval-subsets/ATEPP-1/Johann_Sebastian_Bach/Das_Wohltemperierte_Klavier_Book2/Book_2,_BWV_870-893:_Fugue_in_A_minor_BWV_889/musicxml_cleaned.musicxml.midi",1,0,False,True,4,1024,2,1,2.41977671249644,0.0,1.574803149606299,0.09765625
155,"Eval-subsets/ATEPP-1/Johann_Sebastian_Bach/Das_Wohltemperierte_Klavier_Book2/Book_2,_BWV_870-893:_Fugue_in_B_flat_minor_BWV_891/musicxml_cleaned.musicxml.midi",0,0,False,True,0,1024,1,1,0.0,0.0,0.7874015748031495,0.09765625
156,"Eval-subsets/ATEPP-1/Johann_Sebastian_Bach/Das_Wohltemperierte_Klavier_Book2/Book_2,_BWV_870-893:_Fugue_in_B_flat_minor_BWV_891/musicxml_cleaned.musicxml.midi",1,0,False,True,0,1024,1,1,0.0,0.0,0.7874015748031495,0.09765625
157,"Eval-subsets/ATEPP-1/Johann_Sebastian_Bach/Das_Wohltemperierte_Klavier_Book2/Book_2,_BWV_870-893:_Fugue_in_B_major_BWV_892/musicxml_cleaned.musicxml.midi",0,0,False,True,0,1024,1,1,0.0,0.0,0.7874015748031495,0.09765625
158,"Eval-subsets/ATEPP-1/Johann_Sebastian_Bach/Das_Wohltemperierte_Klavier_Book2/Book_2,_BWV_870-893:_Fugue_in_B_major_BWV_892/musicxml_cleaned.musicxml.midi",1,0,False,True,0,1024,1,1,0.0,0.0,0.7874015748031495,0.09765625
159,"Eval-subsets/ATEPP-1/Johann_Sebastian_Bach/Das_Wohltemperierte_Klavier_Book2/Book_2,_BWV_870-893:_Fugue_in_B_minor_BWV_893/musicxml_cleaned.musicxml.midi",0,0,False,True,2,1024,1,1,0.0,0.0,0.7874015748031495,0.09765625
160,"Eval-subsets/ATEPP-1/Johann_Sebastian_Bach/Das_Wohltemperierte_Klavier_Book2/Book_2,_BWV_870-893:_Fugue_in_B_minor_BWV_893/musicxml_cleaned.musicxml.midi",1,0,False,True,2,1024,1,1,0.0,0.0,0.7874015748031495,0.09765625
161,"Eval-subsets/ATEPP-1/Johann_Sebastian_Bach/Das_Wohltemperierte_Klavier_Book2/Book_2,_BWV_870-893:_Fugue_in_C_major_BWV_870/musicxml_cleaned.musicxml.midi",0,0,False,True,2,1024,1,1,0.0,0.0,0.7874015748031495,0.09765625
162,"Eval-subsets/ATEPP-1/Johann_Sebastian_Bach/Das_Wohltemperierte_Klavier_Book2/Book_2,_BWV_870-893:_Fugue_in_C_major_BWV_870/musicxml_cleaned.musicxml.midi",1,0,False,True,2,1024,1,1,0.0,0.0,0.7874015748031495,0.09765625
163,"Eval-subsets/ATEPP-1/Johann_Sebastian_Bach/Das_Wohltemperierte_Klavier_Book2/Book_2,_BWV_870-893:_Fugue_in_C_sharp_minor_BWV_873/musicxml_cleaned.musicxml.midi",0,0,False,True,4,1024,1,1,0.0,0.0,0.7874015748031495,0.09765625
164,"Eval-subsets/ATEPP-1/Johann_Sebastian_Bach/Das_Wohltemperierte_Klavier_Book2/Book_2,_BWV_870-893:_Fugue_in_C_sharp_minor_BWV_873/musicxml_cleaned.musicxml.midi",1,0,False,True,2,1024,1,1,0.0,0.0,0.7874015748031495,0.09765625
165,"Eval-subsets/ATEPP-1/Johann_Sebastian_Bach/Das_Wohltemperierte_Klavier_Book2/Book_2,_BWV_870-893:_Fugue_in_D_major_BWV_874/musicxml_cleaned.musicxml.midi",0,0,False,True,0,1024,1,1,0.0,0.0,0.7874015748031495,0.09765625
166,"Eval-subsets/ATEPP-1/Johann_Sebastian_Bach/Das_Wohltemperierte_Klavier_Book2/Book_2,_BWV_870-893:_Fugue_in_D_major_BWV_874/musicxml_cleaned.musicxml.midi",1,0,False,True,0,1024,1,1,0.0,0.0,0.7874015748031495,0.09765625
167,"Eval-subsets/ATEPP-1/Johann_Sebastian_Bach/Das_Wohltemperierte_Klavier_Book2/Book_2,_BWV_870-893:_Fugue_in_D_minor_BWV_875/musicxml_cleaned.musicxml.midi",0,0,False,True,2,1024,1,3,0.0,1.81183727966278,0.7874015748031495,0.29296875
168,"Eval-subsets/ATEPP-1/Johann_Sebastian_Bach/Das_Wohltemperierte_Klavier_Book2/Book_2,_BWV_870-893:_Fugue_in_D_minor_BWV_875/musicxml_cleaned.musicxml.midi",1,0,False,True,2,1024,1,3,0.0,1.81248103123385,0.7874015748031495,0.29296875
169,"Eval-subsets/ATEPP-1/Johann_Sebastian_Bach/Das_Wohltemperierte_Klavier_Book2/Book_2,_BWV_870-893:_Fugue_in_E_flat_major_BWV_876/musicxml_cleaned.musicxml.midi",0,0,False,True,0,1024,1,1,0.0,0.0,0.7874015748031495,0.09765625
170,"Eval-subsets/ATEPP-1/Johann_Sebastian_Bach/Das_Wohltemperierte_Klavier_Book2/Book_2,_BWV_870-893:_Fugue_in_E_flat_major_BWV_876/musicxml_cleaned.musicxml.midi",1,0,False,True,0,1024,1,1,0.0,0.0,0.7874015748031495,0.09765625
171,"Eval-subsets/ATEPP-1/Johann_Sebastian_Bach/Das_Wohltemperierte_Klavier_Book2/Book_2,_BWV_870-893:_Fugue_in_F_major_BWV_880/musicxml_cleaned.musicxml.midi",0,0,False,True,4,1024,2,1,1.32966134885476,0.0,1.574803149606299,0.09765625
172,"Eval-subsets/ATEPP-1/Johann_Sebastian_Bach/Das_Wohltemperierte_Klavier_Book2/Book_2,_BWV_870-893:_Fugue_in_F_major_BWV_880/musicxml_cleaned.musicxml.midi",1,0,False,True,2,1024,2,1,1.32966134885476,0.0,1.574803149606299,0.09765625
173,"Eval-subsets/ATEPP-1/Johann_Sebastian_Bach/Das_Wohltemperierte_Klavier_Book2/Book_2,_BWV_870-893:_Fugue_in_F_sharp_minor_BWV_883/musicxml_cleaned.musicxml.midi",0,0,False,True,2,1024,1,1,0.0,0.0,0.7874015748031495,0.09765625
174,"Eval-subsets/ATEPP-1/Johann_Sebastian_Bach/Das_Wohltemperierte_Klavier_Book2/Book_2,_BWV_870-893:_Fugue_in_F_sharp_minor_BWV_883/musicxml_cleaned.musicxml.midi",1,0,False,True,2,1024,1,1,0.0,0.0,0.7874015748031495,0.09765625
175,"Eval-subsets/ATEPP-1/Johann_Sebastian_Bach/Das_Wohltemperierte_Klavier_Book2/Book_2,_BWV_870-893:_Fugue_in_G_major_BWV_884/musicxml_cleaned.musicxml.midi",0,0,False,True,2,1024,1,1,0.0,0.0,0.7874015748031495,0.09765625
176,"Eval-subsets/ATEPP-1/Johann_Sebastian_Bach/Das_Wohltemperierte_Klavier_Book2/Book_2,_BWV_870-893:_Fugue_in_G_major_BWV_884/musicxml_cleaned.musicxml.midi",1,0,False,True,2,1024,1,1,0.0,0.0,0.7874015748031495,0.09765625
177,"Eval-subsets/ATEPP-1/Johann_Sebastian_Bach/Das_Wohltemperierte_Klavier_Book2/Book_2,_BWV_870-893:_Fugue_in_G_minor_BWV_885/musicxml_cleaned.musicxml.midi",0,0,False,True,2,1024,1,1,0.0,0.0,0.7874015748031495,0.09765625
178,"Eval-subsets/ATEPP-1/Johann_Sebastian_Bach/Das_Wohltemperierte_Klavier_Book2/Book_2,_BWV_870-893:_Fugue_in_G_minor_BWV_885/musicxml_cleaned.musicxml.midi",1,0,False,True,2,1024,1,1,0.0,0.0,0.7874015748031495,0.09765625
179,"Eval-subsets/ATEPP-1/Johann_Sebastian_Bach/Das_Wohltemperierte_Klavier_Book2/Book_2,_BWV_870-893:_Prelude_in_A_major_BWV_888/musicxml_cleaned.musicxml.midi",0,0,False,True,0,1024,1,1,0.0,0.0,0.7874015748031495,0.09765625
180,"Eval-subsets/ATEPP-1/Johann_Sebastian_Bach/Das_Wohltemperierte_Klavier_Book2/Book_2,_BWV_870-893:_Prelude_in_A_major_BWV_888/musicxml_cleaned.musicxml.midi",1,0,False,True,0,1024,1,1,0.0,0.0,0.7874015748031495,0.09765625
181,"Eval-subsets/ATEPP-1/Johann_Sebastian_Bach/Das_Wohltemperierte_Klavier_Book2/Book_2,_BWV_870-893:_Prelude_in_A_minor_BWV_889/musicxml_cleaned.musicxml.midi",0,0,False,True,4,1024,1,1,0.0,0.0,0.7874015748031495,0.09765625
182,"Eval-subsets/ATEPP-1/Johann_Sebastian_Bach/Das_Wohltemperierte_Klavier_Book2/Book_2,_BWV_870-893:_Prelude_in_A_minor_BWV_889/musicxml_cleaned.musicxml.midi",1,0,False,True,2,1024,1,1,0.0,0.0,0.7874015748031495,0.09765625
183,"Eval-subsets/ATEPP-1/Johann_Sebastian_Bach/Das_Wohltemperierte_Klavier_Book2/Book_2,_BWV_870-893:_Prelude_in_B_flat_minor_BWV_891/musicxml_cleaned.musicxml.midi",0,0,False,True,0,1024,1,1,0.0,0.0,0.7874015748031495,0.09765625
184,"Eval-subsets/ATEPP-1/Johann_Sebastian_Bach/Das_Wohltemperierte_Klavier_Book2/Book_2,_BWV_870-893:_Prelude_in_B_flat_minor_BWV_891/musicxml_cleaned.musicxml.midi",1,0,False,True,0,1024,1,1,0.0,0.0,0.7874015748031495,0.09765625
185,"Eval-subsets/ATEPP-1/Johann_Sebastian_Bach/Das_Wohltemperierte_Klavier_Book2/Book_2,_BWV_870-893:_Prelude_in_B_major_BWV_892/musicxml_cleaned.musicxml.midi",0,0,False,True,2,1024,1,1,0.0,0.0,0.7874015748031495,0.09765625
186,"Eval-subsets/ATEPP-1/Johann_Sebastian_Bach/Das_Wohltemperierte_Klavier_Book2/Book_2,_BWV_870-893:_Prelude_in_B_major_BWV_892/musicxml_cleaned.musicxml.midi",1,0,False,True,2,1024,1,1,0.0,0.0,0.7874015748031495,0.09765625
187,"Eval-subsets/ATEPP-1/Johann_Sebastian_Bach/Das_Wohltemperierte_Klavier_Book2/Book_2,_BWV_870-893:_Prelude_in_B_minor_BWV_893/musicxml_cleaned.musicxml.midi",0,0,False,True,2,1024,2,1,1.32966134885476,0.0,1.574803149606299,0.09765625
188,"Eval-subsets/ATEPP-1/Johann_Sebastian_Bach/Das_Wohltemperierte_Klavier_Book2/Book_2,_BWV_870-893:_Prelude_in_B_minor_BWV_893/musicxml_cleaned.musicxml.midi",1,0,False,True,0,1024,1,1,1.32966134885476,0.0,0.7874015748031495,0.09765625
189,"Eval-subsets/ATEPP-1/Johann_Sebastian_Bach/Das_Wohltemperierte_Klavier_Book2/Book_2,_BWV_870-893:_Prelude_in_C_major_BWV_870/musicxml_cleaned.musicxml.midi",0,0,False,True,2,1024,1,1,0.0,0.0,0.7874015748031495,0.09765625
190,"Eval-subsets/ATEPP-1/Johann_Sebastian_Bach/Das_Wohltemperierte_Klavier_Book2/Book_2,_BWV_870-893:_Prelude_in_C_major_BWV_870/musicxml_cleaned.musicxml.midi",1,0,False,True,2,1024,1,1,0.0,0.0,0.7874015748031495,0.09765625
191,"Eval-subsets/ATEPP-1/Johann_Sebastian_Bach/Das_Wohltemperierte_Klavier_Book2/Book_2,_BWV_870-893:_Prelude_in_C_sharp_minor_BWV_873/musicxml_cleaned.musicxml.midi",0,0,False,True,2,1024,1,1,0.0,2.10732264461692,0.7874015748031495,0.09765625
192,"Eval-subsets/ATEPP-1/Johann_Sebastian_Bach/Das_Wohltemperierte_Klavier_Book2/Book_2,_BWV_870-893:_Prelude_in_C_sharp_minor_BWV_873/musicxml_cleaned.musicxml.midi",1,0,False,True,2,1024,1,3,0.0,2.10732264461692,0.7874015748031495,0.29296875
193,"Eval-subsets/ATEPP-1/Johann_Sebastian_Bach/Das_Wohltemperierte_Klavier_Book2/Book_2,_BWV_870-893:_Prelude_in_D_major_BWV_874/musicxml_cleaned.musicxml.midi",0,0,False,True,12,1024,1,3,0.0,2.26157419233311,0.7874015748031495,0.29296875
194,"Eval-subsets/ATEPP-1/Johann_Sebastian_Bach/Das_Wohltemperierte_Klavier_Book2/Book_2,_BWV_870-893:_Prelude_in_D_major_BWV_874/musicxml_cleaned.musicxml.midi",1,0,False,True,12,1024,1,3,0.0,2.21579999910475,0.7874015748031495,0.29296875
195,"Eval-subsets/ATEPP-1/Johann_Sebastian_Bach/Das_Wohltemperierte_Klavier_Book2/Book_2,_BWV_870-893:_Prelude_in_D_minor_BWV_875/musicxml_cleaned.musicxml.midi",0,0,False,True,2,1024,1,1,0.0,0.0,0.7874015748031495,0.09765625
196,"Eval-subsets/ATEPP-1/Johann_Sebastian_Bach/Das_Wohltemperierte_Klavier_Book2/Book_2,_BWV_870-893:_Prelude_in_D_minor_BWV_875/musicxml_cleaned.musicxml.midi",1,0,False,True,2,1024,1,1,0.0,0.0,0.7874015748031495,0.09765625
197,"Eval-subsets/ATEPP-1/Johann_Sebastian_Bach/Das_Wohltemperierte_Klavier_Book2/Book_2,_BWV_870-893:_Prelude_in_E_flat_major_BWV_876/musicxml_cleaned.musicxml.midi",0,0,False,True,2,1024,1,1,0.0,0.0,0.7874015748031495,0.09765625
